edge_id,edge_kind,mode,ts,hour,dow,is_weekend,rain,base_min,observed_min
rd_0064,road,road,2025-01-06T06:19:35,6.327,0,0,0,1.1288,1.1818
tr_0058,transit,bus,2025-01-06T06:22:16,6.371,0,0,0,4.09,4.4293
rd_0268,road,road,2025-01-06T06:22:36,6.377,0,0,0,1.6056,1.471
rd_0340,road,road,2025-01-06T06:24:40,6.411,0,0,0,1.6138,1.7391
rd_0115,road,road,2025-01-06T06:24:55,6.415,0,0,0,1.7775,2.0879
rd_0472,road,road,2025-01-06T06:25:06,6.418,0,0,0,1.5171,1.7878
rd_0111,road,road,2025-01-06T06:25:09,6.419,0,0,0,1.6395,1.6562
rd_0316,road,road,2025-01-06T06:25:36,6.427,0,0,0,2.6512,2.4619
rd_0438,road,road,2025-01-06T06:26:12,6.437,0,0,0,2.7456,3.3549
rd_0197,road,road,2025-01-06T06:27:44,6.462,0,0,0,1.5521,1.6982
rd_0204,road,road,2025-01-06T06:27:45,6.463,0,0,0,1.0558,1.1537
rd_0241,road,road,2025-01-06T06:28:04,6.468,0,0,0,1.8636,2.1753
tr_0048,transit,bus,2025-01-06T06:28:35,6.476,0,0,0,4.031,4.0794
rd_0419,road,road,2025-01-06T06:28:52,6.481,0,0,0,1.6678,1.8243
rd_0125,road,road,2025-01-06T06:30:16,6.505,0,0,0,1.5655,1.4825
rd_0449,road,road,2025-01-06T06:30:29,6.508,0,0,0,1.9734,1.8557
rd_0462,road,road,2025-01-06T06:33:24,6.557,0,0,0,3.3641,2.9255
rd_0019,road,road,2025-01-06T06:34:35,6.576,0,0,0,1.0879,1.2933
rd_0249,road,road,2025-01-06T06:35:48,6.597,0,0,0,0.6577,0.8824
tr_0072,transit,bus,2025-01-06T06:37:58,6.633,0,0,0,4.09,3.8969
rd_0284,road,road,2025-01-06T06:38:59,6.65,0,0,0,1.1111,1.0935
rd_0384,road,road,2025-01-06T06:40:25,6.674,0,0,0,3.8787,4.0085
rd_0067,road,road,2025-01-06T06:40:47,6.68,0,0,0,1.0215,1.1194
rd_0379,road,road,2025-01-06T06:43:56,6.732,0,0,0,2.6891,2.8401
rd_0431,road,road,2025-01-06T06:44:23,6.74,0,0,0,1.7417,2.1685
rd_0492,road,road,2025-01-06T06:46:14,6.771,0,0,0,0.6142,0.5863
rd_0328,road,road,2025-01-06T06:46:44,6.779,0,0,0,3.0663,3.7291
tr_0018,transit,metro,2025-01-06T06:47:44,6.796,0,0,0,2.507,2.3609
rd_0357,road,road,2025-01-06T06:50:30,6.842,0,0,0,1.1876,1.2568
rd_0164,road,road,2025-01-06T06:51:04,6.851,0,0,0,0.543,0.6147
rd_0249,road,road,2025-01-06T06:51:45,6.863,0,0,0,0.6577,0.699
rd_0380,road,road,2025-01-06T06:51:45,6.863,0,0,0,3.8043,4.2828
rd_0304,road,road,2025-01-06T06:52:44,6.879,0,0,0,2.7056,2.8263
rd_0506,road,road,2025-01-06T06:53:08,6.886,0,0,0,0.5794,0.7205
tr_0085,transit,bus,2025-01-06T06:53:24,6.89,0,0,0,3.779,4.5515
rd_0273,road,road,2025-01-06T06:55:11,6.92,0,0,0,0.229,0.25
rd_0419,road,road,2025-01-06T06:55:34,6.926,0,0,0,1.6678,2.5776
rd_0423,road,road,2025-01-06T06:55:55,6.932,0,0,0,2.6344,3.3613
rd_0330,road,road,2025-01-06T06:55:56,6.932,0,0,0,2.1016,2.1898
rd_0174,road,road,2025-01-06T06:57:28,6.958,0,0,0,1.9155,2.1357
rd_0125,road,road,2025-01-06T06:57:35,6.96,0,0,0,1.5655,1.6927
rd_0517,road,road,2025-01-06T06:57:47,6.963,0,0,0,1.5336,1.7917
rd_0439,road,road,2025-01-06T06:58:56,6.982,0,0,0,4.0227,4.5807
rd_0270,road,road,2025-01-06T06:59:52,6.998,0,0,0,0.2519,0.2576
rd_0325,road,road,2025-01-06T06:59:56,6.999,0,0,0,2.0423,2.0321
rd_0334,road,road,2025-01-06T07:01:38,7.027,0,0,0,1.5066,1.3903
tr_0051,transit,bus,2025-01-06T07:02:59,7.05,0,0,0,4.09,4.1948
rd_0501,road,road,2025-01-06T07:03:22,7.056,0,0,0,1.3486,1.2693
rd_0283,road,road,2025-01-06T07:04:14,7.071,0,0,0,0.7613,0.8148
rd_0101,road,road,2025-01-06T07:04:54,7.082,0,0,0,1.6792,1.7421
tr_0059,transit,bus,2025-01-06T07:05:36,7.093,0,0,0,4.09,4.3231
rd_0101,road,road,2025-01-06T07:05:50,7.097,0,0,0,1.6792,1.6534
rd_0367,road,road,2025-01-06T07:07:35,7.127,0,0,0,2.1739,2.2489
rd_0450,road,road,2025-01-06T07:08:08,7.136,0,0,0,2.0097,2.5038
rd_0097,road,road,2025-01-06T07:08:28,7.141,0,0,0,0.9579,1.6075
rd_0030,road,road,2025-01-06T07:08:55,7.149,0,0,0,0.7496,1.1006
rd_0311,road,road,2025-01-06T07:09:14,7.154,0,0,0,3.873,3.8962
tr_0079,transit,bus,2025-01-06T07:10:53,7.182,0,0,0,4.09,4.4956
rd_0007,road,road,2025-01-06T07:11:22,7.19,0,0,0,2.6771,2.6274
rd_0048,road,road,2025-01-06T07:12:25,7.207,0,0,0,1.8379,2.6617
rd_0013,road,road,2025-01-06T07:12:55,7.215,0,0,0,1.2107,1.4556
rd_0359,road,road,2025-01-06T07:18:10,7.303,0,0,0,3.5899,4.3594
tr_0025,transit,bus,2025-01-06T07:18:14,7.304,0,0,0,4.089,5.2215
rd_0077,road,road,2025-01-06T07:18:17,7.305,0,0,0,1.7283,1.5124
tr_0049,transit,bus,2025-01-06T07:19:33,7.326,0,0,0,3.437,4.7926
rd_0091,road,road,2025-01-06T07:20:11,7.336,0,0,0,1.7463,1.9077
tr_0082,transit,bus,2025-01-06T07:20:25,7.341,0,0,0,4.087,4.7728
rd_0329,road,road,2025-01-06T07:20:37,7.344,0,0,0,1.6256,1.5375
rd_0358,road,road,2025-01-06T07:20:57,7.349,0,0,0,2.6626,2.5999
rd_0429,road,road,2025-01-06T07:20:59,7.35,0,0,0,1.4025,1.8615
rd_0139,road,road,2025-01-06T07:21:12,7.353,0,0,0,0.6131,0.8022
tr_0008,transit,metro,2025-01-06T07:22:12,7.37,0,0,0,1.868,2.0408
rd_0161,road,road,2025-01-06T07:22:29,7.375,0,0,0,1.5799,2.113
rd_0030,road,road,2025-01-06T07:24:30,7.409,0,0,0,0.7496,1.0591
rd_0247,road,road,2025-01-06T07:25:36,7.427,0,0,0,1.5543,1.9915
rd_0309,road,road,2025-01-06T07:26:47,7.447,0,0,0,4.5368,5.1276
rd_0422,road,road,2025-01-06T07:28:13,7.47,0,0,0,3.7535,4.5564
rd_0142,road,road,2025-01-06T07:32:14,7.537,0,0,0,1.5651,2.0807
tr_0052,transit,bus,2025-01-06T07:32:49,7.547,0,0,0,4.09,6.3333
rd_0173,road,road,2025-01-06T07:33:18,7.555,0,0,0,1.4681,2.3128
rd_0375,road,road,2025-01-06T07:33:41,7.562,0,0,0,1.7691,1.98
rd_0374,road,road,2025-01-06T07:34:14,7.571,0,0,0,1.422,1.6172
rd_0482,road,road,2025-01-06T07:34:30,7.575,0,0,0,1.7771,2.3445
rd_0344,road,road,2025-01-06T07:35:15,7.588,0,0,0,1.2501,1.5184
rd_0248,road,road,2025-01-06T07:35:22,7.59,0,0,0,0.6396,0.8269
rd_0381,road,road,2025-01-06T07:35:31,7.592,0,0,0,1.4483,1.4819
tr_0033,transit,bus,2025-01-06T07:36:04,7.601,0,0,0,4.077,6.0019
rd_0288,road,road,2025-01-06T07:36:20,7.606,0,0,0,2.361,3.0861
tr_0032,transit,bus,2025-01-06T07:36:26,7.607,0,0,0,4.09,5.8666
rd_0160,road,road,2025-01-06T07:36:39,7.611,0,0,0,0.3435,0.4083
rd_0053,road,road,2025-01-06T07:37:12,7.62,0,0,0,0.8212,1.0933
rd_0401,road,road,2025-01-06T07:40:10,7.67,0,0,0,1.8356,2.0639
rd_0490,road,road,2025-01-06T07:40:38,7.677,0,0,0,1.3849,2.8159
rd_0459,road,road,2025-01-06T07:41:03,7.684,0,0,0,2.7205,5.3024
rd_0071,road,road,2025-01-06T07:41:07,7.685,0,0,0,1.3483,1.5003
rd_0340,road,road,2025-01-06T07:44:34,7.743,0,0,0,1.6138,2.1428
rd_0357,road,road,2025-01-06T07:44:41,7.745,0,0,0,1.1876,1.1423
rd_0286,road,road,2025-01-06T07:45:15,7.754,0,0,0,2.9651,3.961
rd_0439,road,road,2025-01-06T07:45:54,7.765,0,0,0,4.0227,6.0112
rd_0098,road,road,2025-01-06T07:46:34,7.776,0,0,0,2.1365,2.8232
rd_0004,road,road,2025-01-06T07:46:38,7.777,0,0,0,0.3749,0.4607
rd_0221,road,road,2025-01-06T07:46:50,7.781,0,0,0,1.0161,2.076
rd_0431,road,road,2025-01-06T07:47:07,7.785,0,0,0,1.7417,2.9028
rd_0242,road,road,2025-01-06T07:47:35,7.793,0,0,0,0.807,1.2274
tr_0029,transit,bus,2025-01-06T07:47:43,7.795,0,0,0,4.09,8.9016
rd_0112,road,road,2025-01-06T07:48:30,7.808,0,0,0,1.4831,2.7804
rd_0001,road,road,2025-01-06T07:48:53,7.815,0,0,0,0.9095,1.1855
tr_0028,transit,bus,2025-01-06T07:50:17,7.838,0,0,0,4.09,8.8258
rd_0223,road,road,2025-01-06T07:50:29,7.842,0,0,0,1.8611,2.9627
rd_0044,road,road,2025-01-06T07:51:12,7.853,0,0,0,1.7436,2.4113
rd_0496,road,road,2025-01-06T07:51:38,7.861,0,0,0,0.9226,1.0388
rd_0350,road,road,2025-01-06T07:52:37,7.877,0,0,0,2.2459,2.553
rd_0129,road,road,2025-01-06T07:53:45,7.896,0,0,0,1.7449,2.2124
rd_0077,road,road,2025-01-06T07:54:52,7.915,0,0,0,1.7283,2.1532
rd_0325,road,road,2025-01-06T07:56:59,7.95,0,0,0,2.0423,2.2684
rd_0033,road,road,2025-01-06T07:57:33,7.959,0,0,0,1.527,2.5358
rd_0262,road,road,2025-01-06T07:57:47,7.963,0,0,0,2.9515,3.7417
rd_0162,road,road,2025-01-06T07:57:56,7.966,0,0,0,1.2983,1.8047
rd_0369,road,road,2025-01-06T07:59:11,7.987,0,0,0,1.6911,2.301
rd_0249,road,road,2025-01-06T07:59:15,7.988,0,0,0,0.6577,0.9116
rd_0007,road,road,2025-01-06T08:00:08,8.002,0,0,0,2.6771,3.7686
rd_0128,road,road,2025-01-06T08:02:36,8.043,0,0,0,1.362,1.8711
rd_0018,road,road,2025-01-06T08:02:50,8.047,0,0,0,0.9573,1.5124
rd_0450,road,road,2025-01-06T08:04:43,8.079,0,0,0,2.0097,3.2202
tr_0028,transit,bus,2025-01-06T08:05:57,8.099,0,0,0,4.09,7.8809
rd_0125,road,road,2025-01-06T08:07:26,8.124,0,0,0,1.5655,2.2694
rd_0282,road,road,2025-01-06T08:08:14,8.137,0,0,0,2.9675,4.8256
rd_0461,road,road,2025-01-06T08:08:24,8.14,0,0,0,1.6436,3.2853
rd_0367,road,road,2025-01-06T08:08:34,8.143,0,0,0,2.1739,2.6332
rd_0427,road,road,2025-01-06T08:08:47,8.147,0,0,0,4.662,7.1804
rd_0016,road,road,2025-01-06T08:08:54,8.149,0,0,0,0.6472,1.0272
rd_0299,road,road,2025-01-06T08:08:55,8.149,0,0,0,1.2795,1.7016
rd_0299,road,road,2025-01-06T08:09:24,8.157,0,0,0,1.2795,1.5363
rd_0303,road,road,2025-01-06T08:10:13,8.17,0,0,0,2.2672,2.6774
rd_0137,road,road,2025-01-06T08:12:54,8.215,0,0,0,1.473,2.0164
rd_0361,road,road,2025-01-06T08:13:00,8.217,0,0,0,1.7101,2.0724
rd_0526,road,road,2025-01-06T08:13:12,8.22,0,0,0,0.8,1.2041
rd_0011,road,road,2025-01-06T08:14:16,8.238,0,0,0,0.6199,0.8604
rd_0210,road,road,2025-01-06T08:14:34,8.243,0,0,0,0.3063,0.4694
rd_0447,road,road,2025-01-06T08:14:40,8.245,0,0,0,2.3978,3.4936
rd_0107,road,road,2025-01-06T08:16:45,8.279,0,0,0,1.3676,2.8975
rd_0274,road,road,2025-01-06T08:16:45,8.279,0,0,0,1.7559,1.9284
rd_0323,road,road,2025-01-06T08:16:48,8.28,0,0,0,3.2514,4.5017
rd_0452,road,road,2025-01-06T08:18:11,8.303,0,0,0,2.1504,3.4275
rd_0049,road,road,2025-01-06T08:18:52,8.315,0,0,0,0.4414,0.6075
rd_0218,road,road,2025-01-06T08:19:17,8.322,0,0,0,1.4451,2.3277
rd_0444,road,road,2025-01-06T08:21:36,8.36,0,0,0,1.3821,2.2605
rd_0060,road,road,2025-01-06T08:22:37,8.377,0,0,0,2.4325,3.7959
rd_0241,road,road,2025-01-06T08:22:41,8.378,0,0,0,1.8636,2.735
rd_0520,road,road,2025-01-06T08:23:26,8.391,0,0,0,0.6857,0.8941
rd_0025,road,road,2025-01-06T08:25:30,8.425,0,0,0,1.2904,2.5981
rd_0311,road,road,2025-01-06T08:26:59,8.45,0,0,0,3.873,5.0764
tr_0063,transit,bus,2025-01-06T08:27:38,8.461,0,0,0,3.912,7.7669
rd_0254,road,road,2025-01-06T08:30:46,8.513,0,0,0,1.3151,1.4483
rd_0184,road,road,2025-01-06T08:30:53,8.515,0,0,0,1.3528,1.9019
rd_0119,road,road,2025-01-06T08:31:41,8.528,0,0,0,1.2676,2.8932
tr_0050,transit,bus,2025-01-06T08:33:00,8.55,0,0,0,4.09,8.613
rd_0424,road,road,2025-01-06T08:33:13,8.554,0,0,0,4.2562,7.8354
rd_0523,road,road,2025-01-06T08:33:57,8.566,0,0,0,1.2368,1.8189
rd_0027,road,road,2025-01-06T08:34:40,8.578,0,0,0,0.802,1.8756
rd_0133,road,road,2025-01-06T08:35:02,8.584,0,0,0,1.6028,2.3375
rd_0235,road,road,2025-01-06T08:35:15,8.588,0,0,0,1.3586,2.065
rd_0064,road,road,2025-01-06T08:36:00,8.6,0,0,0,1.1288,1.7628
rd_0335,road,road,2025-01-06T08:36:16,8.605,0,0,0,1.6029,1.7367
rd_0335,road,road,2025-01-06T08:38:58,8.65,0,0,0,1.6029,1.7003
rd_0116,road,road,2025-01-06T08:39:59,8.667,0,0,0,1.8011,3.7945
rd_0159,road,road,2025-01-06T08:41:41,8.695,0,0,0,1.932,2.8524
rd_0280,road,road,2025-01-06T08:44:59,8.75,0,0,0,0.9452,1.5245
rd_0154,road,road,2025-01-06T08:46:10,8.77,0,0,0,1.8244,2.6161
rd_0154,road,road,2025-01-06T08:47:22,8.789,0,0,0,1.8244,2.727
rd_0139,road,road,2025-01-06T08:47:28,8.791,0,0,0,0.6131,0.8785
rd_0466,road,road,2025-01-06T08:48:02,8.801,0,0,0,1.3116,1.8752
rd_0392,road,road,2025-01-06T08:48:06,8.802,0,0,0,0.852,1.2208
rd_0310,road,road,2025-01-06T08:50:45,8.846,0,0,0,2.3464,4.1437
rd_0498,road,road,2025-01-06T08:50:54,8.849,0,0,0,1.3091,2.9882
rd_0167,road,road,2025-01-06T08:51:06,8.852,0,0,0,0.7441,1.0258
rd_0476,road,road,2025-01-06T08:51:47,8.863,0,0,0,1.449,3.0508
rd_0087,road,road,2025-01-06T08:52:06,8.869,0,0,0,1.0687,1.5355
rd_0279,road,road,2025-01-06T08:55:21,8.923,0,0,0,0.453,0.6297
rd_0438,road,road,2025-01-06T08:55:56,8.932,0,0,0,2.7456,4.0602
rd_0135,road,road,2025-01-06T08:59:00,8.984,0,0,0,1.2167,1.751
rd_0073,road,road,2025-01-06T08:59:09,8.986,0,0,0,2.3389,3.0735
rd_0465,road,road,2025-01-06T09:01:11,9.02,0,0,0,2.1733,3.4411
rd_0044,road,road,2025-01-06T09:02:26,9.041,0,0,0,1.7436,2.6739
rd_0253,road,road,2025-01-06T09:03:17,9.055,0,0,0,1.5861,2.2738
tr_0023,transit,bus,2025-01-06T09:05:33,9.093,0,0,0,4.09,6.9614
rd_0412,road,road,2025-01-06T09:07:42,9.128,0,0,0,1.0491,2.2054
rd_0351,road,road,2025-01-06T09:08:20,9.139,0,0,0,1.7993,2.4347
rd_0131,road,road,2025-01-06T09:12:12,9.203,0,0,0,0.7389,1.218
tr_0018,transit,metro,2025-01-06T09:12:12,9.203,0,0,0,2.507,2.6983
rd_0067,road,road,2025-01-06T09:12:36,9.21,0,0,0,1.0215,1.4832
rd_0354,road,road,2025-01-06T09:14:29,9.241,0,0,0,2.7725,4.83
rd_0506,road,road,2025-01-06T09:15:00,9.25,0,0,0,0.5794,1.1466
rd_0152,road,road,2025-01-06T09:18:39,9.311,0,0,0,1.0134,1.5693
rd_0426,road,road,2025-01-06T09:19:08,9.319,0,0,0,2.9239,6.6245
tr_0001,transit,metro,2025-01-06T09:20:04,9.335,0,0,0,1.697,1.717
rd_0396,road,road,2025-01-06T09:20:10,9.336,0,0,0,2.2466,3.1062
rd_0133,road,road,2025-01-06T09:20:21,9.339,0,0,0,1.6028,2.5184
rd_0066,road,road,2025-01-06T09:20:30,9.342,0,0,0,1.3528,1.8621
rd_0167,road,road,2025-01-06T09:20:45,9.346,0,0,0,0.7441,1.0541
tr_0077,transit,bus,2025-01-06T09:23:44,9.396,0,0,0,3.975,4.9712
rd_0455,road,road,2025-01-06T09:26:22,9.44,0,0,0,2.0956,4.1706
rd_0204,road,road,2025-01-06T09:27:41,9.462,0,0,0,1.0558,1.701
tr_0016,transit,metro,2025-01-06T09:27:43,9.462,0,0,0,1.912,2.0637
tr_0058,transit,bus,2025-01-06T09:28:15,9.471,0,0,0,4.09,5.3806
rd_0459,road,road,2025-01-06T09:28:31,9.475,0,0,0,2.7205,6.5227
rd_0480,road,road,2025-01-06T09:29:55,9.499,0,0,0,1.8947,3.9887
rd_0282,road,road,2025-01-06T09:30:21,9.506,0,0,0,2.9675,4.7425
rd_0247,road,road,2025-01-06T09:30:32,9.509,0,0,0,1.5543,2.0577
rd_0526,road,road,2025-01-06T09:30:33,9.509,0,0,0,0.8,1.1294
rd_0381,road,road,2025-01-06T09:30:57,9.516,0,0,0,1.4483,2.1137
rd_0169,road,road,2025-01-06T09:31:37,9.527,0,0,0,2.1071,3.1863
rd_0502,road,road,2025-01-06T09:32:02,9.534,0,0,0,1.5818,2.8745
rd_0526,road,road,2025-01-06T09:32:13,9.537,0,0,0,0.8,1.1595
tr_0042,transit,bus,2025-01-06T09:33:04,9.551,0,0,0,4.089,6.0342
rd_0317,road,road,2025-01-06T09:33:17,9.555,0,0,0,1.9583,2.2734
rd_0279,road,road,2025-01-06T09:33:59,9.566,0,0,0,0.453,0.8358
rd_0479,road,road,2025-01-06T09:35:06,9.585,0,0,0,2.2424,3.7772
rd_0305,road,road,2025-01-06T09:36:02,9.601,0,0,0,2.1011,2.2968
tr_0083,transit,bus,2025-01-06T09:37:14,9.621,0,0,0,4.09,5.1107
tr_0054,transit,bus,2025-01-06T09:37:56,9.632,0,0,0,4.09,5.9048
rd_0427,road,road,2025-01-06T09:39:02,9.651,0,0,0,4.662,6.5226
rd_0489,road,road,2025-01-06T09:40:49,9.681,0,0,0,1.11,2.0385
tr_0031,transit,bus,2025-01-06T09:42:48,9.713,0,0,0,4.09,9.9157
rd_0299,road,road,2025-01-06T09:43:38,9.727,0,0,0,1.2795,1.6684
rd_0135,road,road,2025-01-06T09:43:40,9.728,0,0,0,1.2167,1.9154
rd_0444,road,road,2025-01-06T09:45:19,9.755,0,0,0,1.3821,2.6227
tr_0049,transit,bus,2025-01-06T09:45:49,9.764,0,0,0,3.437,7.6902
rd_0257,road,road,2025-01-06T09:46:04,9.768,0,0,0,1.6151,1.7174
rd_0046,road,road,2025-01-06T09:46:17,9.772,0,0,0,0.449,0.7252
rd_0211,road,road,2025-01-06T09:46:48,9.78,0,0,0,1.2543,1.8834
rd_0437,road,road,2025-01-06T09:47:55,9.799,0,0,0,2.7456,3.9667
tr_0010,transit,metro,2025-01-06T09:49:29,9.825,0,0,0,1.902,2.0453
rd_0511,road,road,2025-01-06T09:50:14,9.837,0,0,0,1.3223,2.1751
rd_0187,road,road,2025-01-06T09:52:27,9.874,0,0,0,1.2589,2.1536
tr_0031,transit,bus,2025-01-06T09:53:55,9.899,0,0,0,4.09,9.2171
tr_0062,transit,bus,2025-01-06T09:55:02,9.917,0,0,0,4.09,10.236
rd_0147,road,road,2025-01-06T09:55:53,9.931,0,0,0,1.0487,1.2941
tr_0085,transit,bus,2025-01-06T09:56:54,9.948,0,0,0,3.779,5.1911
rd_0460,road,road,2025-01-06T09:59:55,9.999,0,0,0,1.5745,2.7878
rd_0503,road,road,2025-01-06T09:59:58,10.0,0,0,0,0.8068,1.0804
rd_0408,road,road,2025-01-06T10:01:17,10.022,0,0,0,1.8962,3.024
rd_0143,road,road,2025-01-06T10:01:27,10.024,0,0,0,2.3174,3.5458
rd_0107,road,road,2025-01-06T10:01:31,10.025,0,0,0,1.3676,3.0914
tr_0074,transit,bus,2025-01-06T10:04:32,10.076,0,0,0,4.09,6.1228
rd_0090,road,road,2025-01-06T10:04:47,10.08,0,0,0,0.6414,0.9504
tr_0051,transit,bus,2025-01-06T10:05:29,10.092,0,0,0,4.09,6.5502
rd_0073,road,road,2025-01-06T10:06:28,10.108,0,0,0,2.3389,3.4729
rd_0202,road,road,2025-01-06T10:06:32,10.109,0,0,0,1.7363,2.0487
rd_0168,road,road,2025-01-06T10:06:59,10.116,0,0,0,1.6795,1.8028
rd_0522,road,road,2025-01-06T10:08:07,10.135,0,0,0,1.1381,1.4611
rd_0130,road,road,2025-01-06T10:09:36,10.16,0,0,0,0.9293,1.4063
rd_0413,road,road,2025-01-06T10:09:52,10.164,0,0,0,2.7292,3.257
tr_0068,transit,bus,2025-01-06T10:10:26,10.174,0,0,0,3.929,5.8493
tr_0076,transit,bus,2025-01-06T10:11:13,10.187,0,0,0,4.09,5.3375
rd_0284,road,road,2025-01-06T10:11:17,10.188,0,0,0,1.1111,1.5661
tr_0045,transit,bus,2025-01-06T10:14:41,10.245,0,0,0,4.09,5.4301
rd_0401,road,road,2025-01-06T10:15:21,10.256,0,0,0,1.8356,2.5585
rd_0265,road,road,2025-01-06T10:17:02,10.284,0,0,0,2.2235,2.8176
rd_0177,road,road,2025-01-06T10:17:23,10.29,0,0,0,2.3471,3.7912
rd_0355,road,road,2025-01-06T10:18:28,10.308,0,0,0,2.4021,3.2565
tr_0060,transit,bus,2025-01-06T10:20:13,10.337,0,0,0,3.896,6.7667
tr_0051,transit,bus,2025-01-06T10:20:37,10.344,0,0,0,4.09,5.6393
rd_0006,road,road,2025-01-06T10:20:41,10.345,0,0,0,1.2239,1.4273
rd_0326,road,road,2025-01-06T10:21:24,10.357,0,0,0,1.5277,1.9129
rd_0116,road,road,2025-01-06T10:23:06,10.385,0,0,0,1.8011,4.0178
rd_0168,road,road,2025-01-06T10:23:41,10.395,0,0,0,1.6795,1.8803
rd_0383,road,road,2025-01-06T10:24:02,10.401,0,0,0,5.1551,6.3251
rd_0515,road,road,2025-01-06T10:26:22,10.439,0,0,0,1.5303,2.4773
rd_0297,road,road,2025-01-06T10:26:30,10.442,0,0,0,1.3693,1.789
rd_0058,road,road,2025-01-06T10:26:38,10.444,0,0,0,0.4586,0.7099
rd_0313,road,road,2025-01-06T10:28:09,10.469,0,0,0,3.6865,4.1297
rd_0177,road,road,2025-01-06T10:28:16,10.471,0,0,0,2.3471,3.1824
rd_0375,road,road,2025-01-06T10:28:16,10.471,0,0,0,1.7691,2.261
tr_0078,transit,bus,2025-01-06T10:29:08,10.486,0,0,0,4.034,5.4148
rd_0392,road,road,2025-01-06T10:29:58,10.5,0,0,0,0.852,1.186
rd_0219,road,road,2025-01-06T10:30:35,10.51,0,0,0,1.204,1.9748
rd_0097,road,road,2025-01-06T10:31:13,10.521,0,0,0,0.9579,1.5474
rd_0134,road,road,2025-01-06T10:31:30,10.525,0,0,0,1.1147,1.4796
rd_0398,road,road,2025-01-06T10:32:31,10.542,0,0,0,1.2705,1.3563
rd_0232,road,road,2025-01-06T10:32:51,10.548,0,0,0,1.7735,2.0653
rd_0025,road,road,2025-01-06T10:33:20,10.556,0,0,0,1.2904,2.4389
rd_0288,road,road,2025-01-06T10:34:35,10.577,0,0,0,2.361,3.4575
rd_0280,road,road,2025-01-06T10:36:33,10.609,0,0,0,0.9452,1.2408
rd_0008,road,road,2025-01-06T10:38:16,10.638,0,0,0,0.933,1.1522
rd_0211,road,road,2025-01-06T10:38:21,10.639,0,0,0,1.2543,1.8752
rd_0396,road,road,2025-01-06T10:40:35,10.676,0,0,0,2.2466,2.902
rd_0452,road,road,2025-01-06T10:40:41,10.678,0,0,0,2.1504,3.213
rd_0212,road,road,2025-01-06T10:40:56,10.682,0,0,0,1.9281,3.0631
rd_0276,road,road,2025-01-06T10:43:55,10.732,0,0,0,2.967,3.6703
rd_0063,road,road,2025-01-06T10:44:25,10.74,0,0,0,1.0487,1.3111
rd_0377,road,road,2025-01-06T10:48:29,10.808,0,0,0,1.7732,2.1768
rd_0107,road,road,2025-01-06T10:48:50,10.814,0,0,0,1.3676,1.8538
rd_0430,road,road,2025-01-06T10:49:16,10.821,0,0,0,2.9695,4.8781
tr_0004,transit,metro,2025-01-06T10:50:12,10.837,0,0,0,2.219,2.1867
rd_0017,road,road,2025-01-06T10:51:07,10.852,0,0,0,0.972,1.2792
rd_0153,road,road,2025-01-06T10:52:58,10.883,0,0,0,1.0496,1.3566
rd_0099,road,road,2025-01-06T10:53:04,10.885,0,0,0,1.0322,1.4053
rd_0387,road,road,2025-01-06T10:53:39,10.894,0,0,0,2.1598,2.8188
rd_0186,road,road,2025-01-06T10:54:30,10.908,0,0,0,1.5298,2.195
