booking_id,ts,hour,dow,is_weekend,late_night,rain,provider_id,mode,campus_id,campus,employee_group,cost_centre,zone_id,zone_kind,zone_congestion_observed,distance_km,pickup_km,peak_intensity,short_trip_penalty,matched,accepted,cancelled,completed
bk_036143,2026-06-01T07:01:41,7.028,0,0,0,0,bike_taxi,rapido,cmp_mgroad,MG Road Office,Engineering,CC-MGRO-ENG,pl_mg_road_shops,place,0.40785,4.316,2.323,0.2601,0.1487,1,1,0,1
bk_021503,2026-06-01T07:02:21,7.039,0,0,0,0,carpool,carpool,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,pl_koramangala,place,0.14526,4.877,1.383,0.2638,0.081,1,0,0,0
bk_029762,2026-06-01T07:05:57,7.099,0,0,0,0,auto,auto,cmp_sarjapur,Sarjapur Road Campus,Engineering,CC-SARJ-ENG,pl_wipro_sarjapur,place,0.89306,2.946,1.341,0.2845,0.3631,1,1,0,1
bk_032834,2026-06-01T07:06:12,7.103,0,0,0,0,cab,cab,cmp_electronic,Electronic City Hub,Engineering,CC-ELEC-ENG,mg_bommanahalli,metro_station,0.30969,5.312,0.989,0.286,0.0388,1,1,0,1
bk_011991,2026-06-01T07:08:00,7.133,0,0,0,0,bike_taxi,rapido,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,pl_koramangala,place,0.14526,4.643,0.674,0.2968,0.1075,1,1,0,1
bk_012937,2026-06-01T07:08:30,7.142,0,0,0,0,cab,cab,cmp_sarjapur,Sarjapur Road Campus,Leadership,CC-SARJ-LEA,bs_222_05,bus_stop,0.11616,1.359,1.784,0.2998,0.6802,1,1,0,1
bk_054832,2026-06-01T07:10:32,7.176,0,0,0,0,cab,cab,cmp_koramangala,Koramangala Annexe,Sales,CC-KORA-SAL,pl_koramangala,place,0.14526,2.44,0.364,0.3123,0.457,1,1,0,1
bk_013042,2026-06-01T07:12:31,7.209,0,0,0,0,auto,auto,cmp_electronic,Electronic City Hub,Engineering,CC-ELEC-ENG,mg_bommanahalli,metro_station,0.30969,3.127,0.604,0.3248,0.3313,0,0,0,0
bk_038785,2026-06-01T07:13:10,7.22,0,0,0,0,bike_taxi,rapido,cmp_sarjapur,Sarjapur Road Campus,Sales,CC-SARJ-SAL,bs_222_01,bus_stop,0.0,5.862,1.827,0.3291,0.0035,1,1,0,1
bk_032773,2026-06-01T07:13:53,7.232,0,0,0,0,carpool,carpool,cmp_electronic,Electronic City Hub,Engineering,CC-ELEC-ENG,mg_bommanahalli,metro_station,0.30969,3.524,0.339,0.3337,0.2652,1,0,0,0
bk_014080,2026-06-01T07:15:35,7.26,0,0,0,0,auto,auto,cmp_sarjapur,Sarjapur Road Campus,Operations,CC-SARJ-OPE,bs_500_08,bus_stop,0.02717,16.256,0.581,0.3448,0.0,1,1,0,1
bk_024916,2026-06-01T07:16:37,7.277,0,0,0,0,carpool,carpool,cmp_whitefield,Old Airport Road Site,Engineering,CC-WHIT-ENG,pl_mg_road_shops,place,0.40785,2.607,1.013,0.3516,0.4252,1,1,0,1
bk_011038,2026-06-01T07:18:49,7.314,0,0,0,0,cab,cab,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,pl_koramangala,place,0.14526,4.286,0.562,0.3665,0.1527,1,1,0,1
bk_002465,2026-06-01T07:19:54,7.332,0,0,0,0,carpool,carpool,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,mg_btm,metro_station,0.01716,4.924,1.78,0.3739,0.076,0,0,0,0
bk_021860,2026-06-01T07:23:06,7.385,0,0,0,0,auto,auto,cmp_mgroad,MG Road Office,Operations,CC-MGRO-OPE,bs_500_03,bus_stop,0.36506,8.522,1.698,0.3962,0.0,1,1,1,0
bk_016265,2026-06-01T07:25:40,7.428,0,0,0,0,cab,cab,cmp_electronic,Electronic City Hub,Engineering,CC-ELEC-ENG,mg_bommanahalli,metro_station,0.30969,1.476,0.142,0.4146,0.6548,1,1,0,1
bk_037579,2026-06-01T07:26:32,7.442,0,0,0,0,auto,auto,cmp_sarjapur,Sarjapur Road Campus,Engineering,CC-SARJ-ENG,bs_201_02,bus_stop,0.35722,5.738,1.196,0.421,0.0091,1,1,0,1
bk_047073,2026-06-01T07:26:39,7.444,0,0,0,0,bike_taxi,rapido,cmp_mgroad,MG Road Office,Leadership,CC-MGRO-LEA,pl_mg_road_shops,place,0.40785,6.832,0.336,0.4219,0.0,0,0,0,0
bk_012206,2026-06-01T07:29:34,7.493,0,0,0,0,auto,auto,cmp_sarjapur,Sarjapur Road Campus,Leadership,CC-SARJ-LEA,pl_wipro_sarjapur,place,0.89306,3.805,0.218,0.4434,0.2213,1,1,0,1
bk_046626,2026-06-01T07:30:51,7.514,0,0,0,0,cab,cab,cmp_electronic,Electronic City Hub,Support,CC-ELEC-SUP,bs_012_01,bus_stop,0.04821,5.737,0.746,0.453,0.0092,1,1,0,1
bk_055785,2026-06-01T07:32:22,7.54,0,0,0,0,carpool,carpool,cmp_sarjapur,Sarjapur Road Campus,Engineering,CC-SARJ-ENG,pl_wipro_sarjapur,place,0.89306,2.114,0.179,0.4645,0.5212,1,1,0,1
bk_023087,2026-06-01T07:32:47,7.546,0,0,0,0,cab,cab,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,pl_koramangala,place,0.14526,3.864,0.85,0.4676,0.2124,1,1,0,1
bk_019928,2026-06-01T07:34:11,7.57,0,0,0,0,bike_taxi,rapido,cmp_electronic,Electronic City Hub,Engineering,CC-ELEC-ENG,mg_bommanahalli,metro_station,0.30969,0.808,0.51,0.4783,0.805,0,0,0,0
bk_033991,2026-06-01T07:35:58,7.6,0,0,0,0,auto,auto,cmp_sarjapur,Sarjapur Road Campus,Operations,CC-SARJ-OPE,pl_wipro_sarjapur,place,0.89306,9.229,0.238,0.4922,0.0,0,0,0,0
bk_041354,2026-06-01T07:36:10,7.603,0,0,0,0,carpool,carpool,cmp_whitefield,Old Airport Road Site,Engineering,CC-WHIT-ENG,mg_svroad,metro_station,1.0,1.482,0.951,0.4937,0.6534,1,1,0,1
bk_004193,2026-06-01T07:36:46,7.613,0,0,0,0,bike_taxi,rapido,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,bs_222_07,bus_stop,0.09658,3.929,0.57,0.4984,0.2027,1,1,0,1
bk_050597,2026-06-01T07:37:34,7.626,0,0,0,0,auto,auto,cmp_whitefield,Old Airport Road Site,Engineering,CC-WHIT-ENG,bs_222_06,bus_stop,0.29634,3.075,0.074,0.5046,0.3404,1,1,0,1
bk_015579,2026-06-01T07:40:12,7.67,0,0,0,0,bike_taxi,rapido,cmp_mgroad,MG Road Office,Sales,CC-MGRO-SAL,bs_201_00,bus_stop,0.31913,1.544,0.458,0.5253,0.6401,1,1,0,1
bk_020220,2026-06-01T07:41:08,7.686,0,0,0,0,cab,cab,cmp_sarjapur,Sarjapur Road Campus,Engineering,CC-SARJ-ENG,pl_wipro_sarjapur,place,0.89306,1.255,0.762,0.5328,0.7034,1,1,0,1
bk_033710,2026-06-01T07:43:29,7.725,0,0,0,0,carpool,carpool,cmp_sarjapur,Sarjapur Road Campus,Operations,CC-SARJ-OPE,bs_171_08,bus_stop,0.22824,0.826,3.339,0.5515,0.8007,1,1,0,1
bk_041961,2026-06-01T07:43:55,7.732,0,0,0,0,auto,auto,cmp_mgroad,MG Road Office,Engineering,CC-MGRO-ENG,mg_chickpete,metro_station,0.53398,1.388,0.197,0.5551,0.674,0,0,0,0
bk_035564,2026-06-01T07:45:53,7.765,0,0,0,0,auto,auto,cmp_sarjapur,Sarjapur Road Campus,Engineering,CC-SARJ-ENG,pl_wipro_sarjapur,place,0.89306,2.705,0.068,0.5708,0.407,0,0,0,0
bk_049592,2026-06-01T07:45:58,7.766,0,0,0,0,bike_taxi,rapido,cmp_koramangala,Koramangala Annexe,Sales,CC-KORA-SAL,pl_koramangala,place,0.14526,2.211,1.3,0.5716,0.5019,1,0,0,0
bk_029561,2026-06-01T07:46:03,7.768,0,0,0,0,carpool,carpool,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,mg_halasuru,metro_station,0.39625,3.179,1.286,0.5723,0.3223,1,0,0,0
bk_012864,2026-06-01T07:46:19,7.772,0,0,0,0,auto,auto,cmp_sarjapur,Sarjapur Road Campus,Operations,CC-SARJ-OPE,pl_wipro_sarjapur,place,0.89306,4.621,0.684,0.5743,0.1102,1,0,0,0
bk_050247,2026-06-01T07:46:22,7.773,0,0,0,0,bike_taxi,rapido,cmp_sarjapur,Sarjapur Road Campus,Engineering,CC-SARJ-ENG,pl_wipro_sarjapur,place,0.89306,3.985,0.57,0.5749,0.1946,1,1,0,1
bk_047187,2026-06-01T07:47:37,7.794,0,0,0,0,carpool,carpool,cmp_sarjapur,Sarjapur Road Campus,Engineering,CC-SARJ-ENG,pl_wipro_sarjapur,place,0.89306,8.047,0.252,0.5849,0.0,1,1,0,1
bk_004759,2026-06-01T07:47:46,7.796,0,0,0,0,carpool,carpool,cmp_electronic,Electronic City Hub,Engineering,CC-ELEC-ENG,bs_012_02,bus_stop,0.0,3.707,0.137,0.5862,0.2362,0,0,0,0
bk_056623,2026-06-01T07:48:32,7.809,0,0,0,0,auto,auto,cmp_sarjapur,Sarjapur Road Campus,Leadership,CC-SARJ-LEA,pl_wipro_sarjapur,place,0.89306,3.065,0.617,0.5924,0.342,1,1,0,1
bk_007786,2026-06-01T07:49:33,7.826,0,0,0,0,carpool,carpool,cmp_sarjapur,Sarjapur Road Campus,Engineering,CC-SARJ-ENG,pl_wipro_sarjapur,place,0.89306,3.993,0.145,0.6007,0.1935,1,1,0,1
bk_018126,2026-06-01T07:50:53,7.848,0,0,0,0,auto,auto,cmp_mgroad,MG Road Office,Operations,CC-MGRO-OPE,bs_045_02,bus_stop,0.52006,3.521,2.052,0.6115,0.2655,1,1,0,1
bk_036630,2026-06-01T07:50:56,7.849,0,0,0,0,carpool,carpool,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,pl_koramangala,place,0.14526,4.604,0.958,0.6119,0.1123,1,1,0,1
bk_053326,2026-06-01T07:51:55,7.865,0,0,0,0,cab,cab,cmp_koramangala,Koramangala Annexe,Operations,CC-KORA-OPE,pl_lalbagh_gate,place,0.16864,1.601,0.633,0.6199,0.6278,1,1,0,1
bk_041805,2026-06-01T07:52:11,7.87,0,0,0,0,carpool,carpool,cmp_mgroad,MG Road Office,Engineering,CC-MGRO-ENG,pl_mg_road_shops,place,0.40785,1.28,2.945,0.6221,0.6977,1,1,1,0
bk_027100,2026-06-01T07:52:15,7.871,0,0,0,0,bike_taxi,rapido,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,pl_koramangala,place,0.14526,1.514,1.152,0.6227,0.6466,1,0,0,0
bk_006460,2026-06-01T07:55:02,7.917,0,0,0,0,auto,auto,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,pl_koramangala,place,0.14526,5.493,0.865,0.6454,0.0245,1,1,0,1
bk_053349,2026-06-01T07:55:27,7.924,0,0,0,0,bike_taxi,rapido,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,mg_indiranagar,metro_station,0.42463,1.208,1.001,0.6487,0.7137,0,0,0,0
bk_028946,2026-06-01T07:55:37,7.927,0,0,0,0,auto,auto,cmp_sarjapur,Sarjapur Road Campus,Sales,CC-SARJ-SAL,pl_wipro_sarjapur,place,0.89306,5.807,0.873,0.6501,0.0058,1,1,0,1
bk_052978,2026-06-01T07:55:44,7.929,0,0,0,0,bike_taxi,rapido,cmp_sarjapur,Sarjapur Road Campus,Operations,CC-SARJ-OPE,bs_500_00,bus_stop,0.88265,5.734,1.435,0.6511,0.0093,1,1,0,1
bk_002172,2026-06-01T07:58:31,7.975,0,0,0,0,auto,auto,cmp_mgroad,MG Road Office,Engineering,CC-MGRO-ENG,pl_mg_road_shops,place,0.40785,1.341,0.97,0.6738,0.6842,1,1,0,1
bk_053964,2026-06-01T07:59:25,7.991,0,0,0,0,bike_taxi,rapido,cmp_electronic,Electronic City Hub,Sales,CC-ELEC-SAL,mg_bommanahalli,metro_station,0.30969,6.13,0.552,0.6811,0.0,0,0,0,0
bk_036692,2026-06-01T07:59:57,7.999,0,0,0,0,bike_taxi,rapido,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,pl_koramangala,place,0.14526,4.222,0.735,0.6855,0.1613,0,0,0,0
bk_034516,2026-06-01T08:00:13,8.004,0,0,0,0,carpool,carpool,cmp_sarjapur,Sarjapur Road Campus,Engineering,CC-SARJ-ENG,mg_lalbagh,metro_station,0.0,3.116,1.358,0.6876,0.3333,0,0,0,0
bk_048634,2026-06-01T08:01:17,8.022,0,0,0,0,bike_taxi,rapido,cmp_whitefield,Old Airport Road Site,Engineering,CC-WHIT-ENG,pl_home,place,0.20385,5.664,0.3,0.6963,0.0133,1,1,0,1
bk_008265,2026-06-01T08:01:26,8.024,0,0,0,0,auto,auto,cmp_mgroad,MG Road Office,Engineering,CC-MGRO-ENG,pl_mg_road_shops,place,0.40785,9.854,0.35,0.6975,0.0,1,1,1,0
bk_026815,2026-06-01T08:02:45,8.046,0,0,0,0,carpool,carpool,cmp_koramangala,Koramangala Annexe,Sales,CC-KORA-SAL,pl_home,place,0.20385,6.484,1.033,0.708,0.0,1,0,0,0
bk_000664,2026-06-01T08:02:46,8.046,0,0,0,0,cab,cab,cmp_whitefield,Old Airport Road Site,Sales,CC-WHIT-SAL,pl_whitefield_gate,place,0.31978,2.57,0.566,0.7082,0.4322,1,1,0,1
bk_051875,2026-06-01T08:04:15,8.071,0,0,0,0,auto,auto,cmp_whitefield,Old Airport Road Site,Engineering,CC-WHIT-ENG,bs_012_06,bus_stop,0.67024,1.551,0.307,0.7201,0.6386,1,1,0,1
bk_001710,2026-06-01T08:04:19,8.072,0,0,0,0,bike_taxi,rapido,cmp_mgroad,MG Road Office,Engineering,CC-MGRO-ENG,bs_045_04,bus_stop,0.0,0.932,0.75,0.7206,0.7764,1,1,0,1
bk_028114,2026-06-01T08:05:21,8.089,0,0,0,0,carpool,carpool,cmp_electronic,Electronic City Hub,Operations,CC-ELEC-OPE,mg_bommanahalli,metro_station,0.30969,4.257,0.825,0.7289,0.1566,1,1,0,1
bk_001314,2026-06-01T08:05:29,8.092,0,0,0,0,cab,cab,cmp_electronic,Electronic City Hub,Engineering,CC-ELEC-ENG,bs_222_01,bus_stop,0.0,0.657,1.302,0.73,0.8403,1,1,0,1
bk_025388,2026-06-01T08:06:46,8.113,0,0,0,0,auto,auto,cmp_koramangala,Koramangala Annexe,Support,CC-KORA-SUP,pl_koramangala,place,0.14526,3.201,0.247,0.7401,0.3187,1,1,0,1
bk_000224,2026-06-01T08:07:14,8.121,0,0,0,0,cab,cab,cmp_mgroad,MG Road Office,Support,CC-MGRO-SUP,bs_500_10,bus_stop,0.29845,2.261,3.102,0.744,0.4919,1,0,0,0
bk_019556,2026-06-01T08:07:14,8.121,0,0,0,0,carpool,carpool,cmp_koramangala,Koramangala Annexe,Engineering,CC-KORA-ENG,bs_222_01,bus_stop,0.0,3.06,0.604,0.7439,0.343,1,0,0,0
bk_051739,2026-06-01T08:07:24,8.124,0,0,0,0,auto,auto,cmp_sarjapur,Sarjapur Road Campus,Engineering,CC-SARJ-ENG,pl_wipro_sarjapur,place,0.89306,7.246,0.564,0.7452,0.0,1,1,0,1
bk_003005,2026-06-01T08:07:26,8.124,0,0,0,0,auto,auto,cmp_sarjapur,Sarjapur Road Campus,Operations,CC-SARJ-OPE,pl_wipro_sarjapur,place,0.89306,1.471,3.511,0.7455,0.6558,1,0,0,0
bk_012323,2026-06-01T08:07:34,8.126,0,0,0,0,carpool,carpool,cmp_sarjapur,Sarjapur Road Campus,Engineering,CC-SARJ-ENG,pl_wipro_sarjapur,place,0.89306,3.343,0.918,0.7466,0.2947,0,0,0,0
bk_043644,2026-06-01T08:10:02,8.167,0,0,0,0,auto,auto,cmp_mgroad,MG Road Office,Operations,CC-MGRO-OPE,bs_201_03,bus_stop,0.20698,1.793,2.213,0.7659,0.5872,1,0,0,0
bk_000052,2026-06-01T08:12:08,8.202,0,0,0,0,auto,auto,cmp_mgroad,MG Road Office,Engineering,CC-MGRO-ENG,bs_500_03,bus_stop,0.36506,2.52,1.368,0.7822,0.4417,1,1,0,1
