node_id,name,kind,lat,lon,lines,is_interchange,category,degree,observed_congestion,latent_congestion
jn_249144370,Junction 249144370,junction,12.96466,77.574631,,0,,4,0.85313,0.92521
jn_249585502,Junction 249585502,junction,12.961013,77.559173,,0,,3,0.80761,0.77019
jn_249782468,Junction 249782468,junction,12.945712,77.573817,,0,,3,0.49287,0.66764
jn_251099555,Junction 251099555,junction,12.959334,77.661163,,0,,3,0.36167,0.39152
jn_251099557,Junction 251099557,junction,12.958671,77.664999,,0,,3,0.33402,0.42322
jn_251142775,Junction 251142775,junction,12.977468,77.627275,,0,,3,0.51566,0.56341
jn_251146209,Junction 251146209,junction,12.96664,77.620328,,0,,3,0.75462,0.65109
jn_251361753,Junction 251361753,junction,13.006416,77.57119,,0,,1,0.56355,0.67915
jn_256093166,Junction 256093166,junction,12.95821,77.668159,,0,,3,0.3335,0.33528
jn_260911861,Junction 260911861,junction,12.924142,77.628862,,0,,5,0.56379,0.50439
jn_263155937,Junction 263155937,junction,12.981859,77.594783,,0,,4,0.67183,0.81381
jn_264845660,Junction 264845660,junction,12.913915,77.677625,,0,,3,0.33441,0.37526
jn_266371138,Junction 266371138,junction,12.921146,77.665992,,0,,4,0.56755,0.46158
jn_282765938,Junction 282765938,junction,13.003679,77.584081,,0,,2,0.64122,0.80117
jn_286654942,Junction 286654942,junction,12.962558,77.641617,,0,,3,0.48714,0.47792
jn_286679311,Junction 286679311,junction,12.966845,77.587941,,0,,3,0.60593,0.76244
jn_286679575,Junction 286679575,junction,12.974275,77.574665,,0,,3,0.82568,0.83627
jn_286681951,Junction 286681951,junction,12.960549,77.641884,,0,,4,0.5546,0.44682
jn_286681963,Junction 286681963,junction,12.961498,77.641018,,0,,3,0.42551,0.41578
jn_287793735,Junction 287793735,junction,12.967823,77.587606,,0,,3,0.92217,0.82228
jn_294076319,Junction 294076319,junction,12.991841,77.599925,,0,,3,0.6433,0.72228
jn_294082867,Junction 294082867,junction,12.985094,77.572224,,0,,4,0.87121,0.85417
jn_294083077,Junction 294083077,junction,12.97482,77.574669,,0,,3,0.89249,0.92548
jn_294084041,Junction 294084041,junction,12.989877,77.571844,,0,,3,0.81043,0.87881
jn_296030006,Junction 296030006,junction,12.999714,77.619732,,0,,3,0.47221,0.62301
jn_296030007,Junction 296030007,junction,13.000152,77.620269,,0,,3,0.59084,0.63794
jn_296030027,Junction 296030027,junction,13.000534,77.616045,,0,,1,0.56663,0.55514
jn_296030030,Junction 296030030,junction,13.002394,77.616196,,0,,3,0.5334,0.60208
jn_296030036,Junction 296030036,junction,13.001409,77.618688,,0,,3,0.52836,0.64481
jn_296030040,Junction 296030040,junction,13.002296,77.616227,,0,,3,0.60448,0.62772
jn_298775277,Junction 298775277,junction,12.960494,77.643396,,0,,3,0.55126,0.43401
jn_298775392,Junction 298775392,junction,12.960933,77.641788,,0,,3,0.42253,0.49352
jn_298815587,Junction 298815587,junction,12.962558,77.641697,,0,,3,0.69431,0.5813
jn_298820566,Junction 298820566,junction,12.960767,77.641114,,0,,3,0.49688,0.50046
jn_298830984,Junction 298830984,junction,12.960648,77.64156,,0,,3,0.25522,0.38295
jn_304771894,Junction 304771894,junction,12.931492,77.622623,,0,,3,0.45583,0.39391
jn_305091341,Junction 305091341,junction,12.930241,77.622135,,0,,2,0.59884,0.54201
jn_306591433,Junction 306591433,junction,12.932018,77.613325,,0,,3,0.36872,0.49207
jn_306611194,Junction 306611194,junction,12.916694,77.628383,,0,,1,0.40416,0.35768
jn_307407783,Junction 307407783,junction,12.916551,77.620183,,0,,3,0.37832,0.46951
jn_308069178,Junction 308069178,junction,12.986869,77.520518,,0,,1,0.50783,0.51926
jn_308232359,Junction 308232359,junction,13.007662,77.548813,,0,,1,0.48495,0.56328
jn_308232372,Junction 308232372,junction,12.995103,77.550875,,0,,2,0.8542,0.71972
jn_308232375,Junction 308232375,junction,12.991959,77.551044,,0,,4,0.88573,0.78881
jn_308232863,Junction 308232863,junction,12.985894,77.549317,,0,,3,0.76401,0.71434
jn_308233404,Junction 308233404,junction,12.957681,77.533971,,0,,3,0.68158,0.62878
jn_308915753,Junction 308915753,junction,12.924497,77.628282,,0,,2,0.61518,0.42088
jn_308915754,Junction 308915754,junction,12.924238,77.628906,,0,,3,0.58909,0.57756
jn_308915757,Junction 308915757,junction,12.925301,77.636376,,0,,3,0.50466,0.52662
jn_308915759,Junction 308915759,junction,12.925166,77.637395,,0,,2,0.29285,0.43344
jn_309592695,Junction 309592695,junction,12.93519,77.624441,,0,,2,0.61957,0.49377
jn_309594299,Junction 309594299,junction,12.906363,77.587622,,0,,3,0.47944,0.52986
jn_320644590,Junction 320644590,junction,12.963857,77.583987,,0,,2,0.80144,0.75554
jn_334473774,Junction 334473774,junction,12.972508,77.619099,,0,,3,0.66646,0.7897
jn_334473824,Junction 334473824,junction,12.974084,77.612127,,0,,3,0.96146,0.76886
jn_343338911,Junction 343338911,junction,12.989351,77.585945,,0,,2,0.71787,0.75855
jn_343453369,Junction 343453369,junction,12.997015,77.669389,,0,,3,0.2763,0.46635
jn_347260618,Junction 347260618,junction,12.960695,77.642085,,0,,3,0.69298,0.57572
jn_347295555,Junction 347295555,junction,12.975018,77.570642,,0,,3,0.95774,0.83949
jn_355427195,Junction 355427195,junction,13.001868,77.66322,,0,,1,0.33969,0.41525
jn_362419387,Junction 362419387,junction,12.906418,77.582735,,0,,2,0.71226,0.50486
jn_412905225,Junction 412905225,junction,13.001951,77.617458,,0,,3,0.53568,0.45398
jn_412905242,Junction 412905242,junction,13.003325,77.619353,,0,,3,0.47369,0.61531
jn_426962456,Junction 426962456,junction,13.010765,77.583899,,0,,1,0.75147,0.75136
jn_427531036,Junction 427531036,junction,12.996965,77.571408,,0,,3,0.80173,0.79229
jn_427531039,Junction 427531039,junction,12.989096,77.57411,,0,,2,1.0,0.88549
jn_427531054,Junction 427531054,junction,12.996754,77.571413,,0,,3,0.81023,0.86926
jn_428420786,Junction 428420786,junction,12.968306,77.589512,,0,,4,0.9256,0.9153
jn_428420790,Junction 428420790,junction,12.967742,77.590058,,0,,3,0.90124,0.85329
jn_428435126,Junction 428435126,junction,12.965314,77.597024,,0,,3,0.94251,0.8742
jn_428435131,Junction 428435131,junction,12.964954,77.596849,,0,,4,0.91637,0.85201
jn_428435133,Junction 428435133,junction,12.964939,77.597174,,0,,3,0.74565,0.79295
jn_428457143,Junction 428457143,junction,12.951478,77.590367,,0,,3,0.57313,0.69479
jn_428457157,Junction 428457157,junction,12.951686,77.590436,,0,,3,0.78144,0.71871
jn_428457159,Junction 428457159,junction,12.951709,77.590526,,0,,3,0.81737,0.76173
jn_428457162,Junction 428457162,junction,12.951686,77.590606,,0,,3,0.73928,0.76429
jn_428457166,Junction 428457166,junction,12.951464,77.590666,,0,,3,0.76758,0.78384
jn_428457171,Junction 428457171,junction,12.953829,77.591425,,0,,3,0.86756,0.80231
jn_428457180,Junction 428457180,junction,12.959455,77.593561,,0,,4,0.66439,0.65655
jn_428457182,Junction 428457182,junction,12.959472,77.593499,,0,,3,0.85436,0.7803
jn_428457189,Junction 428457189,junction,12.962185,77.594638,,0,,4,0.816,0.65235
jn_428858185,Junction 428858185,junction,12.9646,77.574632,,0,,3,0.99315,0.90658
jn_429001182,Junction 429001182,junction,12.963544,77.57884,,0,,3,0.96585,0.88482
jn_429001197,Junction 429001197,junction,12.964048,77.576814,,0,,3,0.85009,0.82664
jn_429001199,Junction 429001199,junction,12.962423,77.569176,,0,,1,0.63326,0.74474
jn_429230952,Junction 429230952,junction,12.963738,77.584734,,0,,4,0.87832,0.89658
jn_429231089,Junction 429231089,junction,12.964302,77.579004,,0,,4,0.81465,0.86184
jn_429286743,Junction 429286743,junction,12.996951,77.584527,,0,,3,0.78318,0.71344
jn_429286798,Junction 429286798,junction,12.982006,77.564589,,0,,3,0.61487,0.7913
jn_429723996,Junction 429723996,junction,12.980801,77.574455,,0,,3,0.79242,0.69627
jn_429724016,Junction 429724016,junction,12.989832,77.572397,,0,,3,0.83813,0.86012
jn_429724018,Junction 429724018,junction,12.990603,77.571674,,0,,5,0.78766,0.86513
jn_429726436,Junction 429726436,junction,12.974736,77.570428,,0,,1,0.76099,0.83523
jn_432504284,Junction 432504284,junction,13.000134,77.610725,,0,,3,0.3672,0.57725
jn_435252002,Junction 435252002,junction,12.960221,77.559218,,0,,2,0.88431,0.86704
jn_435688175,Junction 435688175,junction,12.890404,77.564409,,0,,1,0.55806,0.4614
jn_442075239,Junction 442075239,junction,13.000257,77.678151,,0,,3,0.57306,0.51145
jn_442107152,Junction 442107152,junction,12.996929,77.669674,,0,,3,0.62905,0.59332
jn_442107275,Junction 442107275,junction,12.996826,77.664413,,0,,3,0.45283,0.55007
jn_442107282,Junction 442107282,junction,12.994827,77.664433,,0,,2,0.34183,0.40284
jn_443224605,Junction 443224605,junction,12.935241,77.624371,,0,,3,0.60011,0.51201
jn_443721750,Junction 443721750,junction,12.99468,77.596958,,0,,1,0.60629,0.65533
jn_446892447,Junction 446892447,junction,12.964347,77.534746,,0,,3,0.62814,0.69664
jn_458127676,Junction 458127676,junction,12.975859,77.548677,,0,,1,0.70851,0.70998
jn_458263319,Junction 458263319,junction,12.967041,77.594643,,0,,3,0.91255,0.89711
jn_459656124,Junction 459656124,junction,12.958432,77.593195,,0,,3,0.71082,0.72386
jn_460976059,Junction 460976059,junction,13.007888,77.569178,,0,,1,0.56977,0.65318
jn_494076705,Junction 494076705,junction,12.916653,77.600092,,0,,3,0.61902,0.70345
jn_494238030,Junction 494238030,junction,12.916658,77.599814,,0,,3,0.67785,0.61969
jn_494238031,Junction 494238031,junction,12.916824,77.59987,,0,,3,0.61823,0.51366
jn_494238048,Junction 494238048,junction,12.914261,77.599824,,0,,3,0.5615,0.62784
jn_494238124,Junction 494238124,junction,12.91428,77.600039,,0,,3,0.60234,0.59369
jn_494238127,Junction 494238127,junction,12.918698,77.600097,,0,,3,0.33308,0.47259
jn_494271084,Junction 494271084,junction,12.919448,77.621405,,0,,3,0.37855,0.59375
jn_494271104,Junction 494271104,junction,12.916681,77.60748,,0,,3,0.58185,0.55619
jn_560642468,Junction 560642468,junction,12.936415,77.518236,,0,,1,0.61874,0.48128
jn_560654632,Junction 560654632,junction,12.892759,77.598971,,0,,1,0.3082,0.3972
jn_597083493,Junction 597083493,junction,12.977971,77.584217,,0,,3,0.84532,0.82302
jn_597083726,Junction 597083726,junction,12.977834,77.584599,,0,,3,1.0,0.89919
jn_597084032,Junction 597084032,junction,12.978878,77.584863,,0,,2,0.94963,0.81447
jn_597084145,Junction 597084145,junction,12.977738,77.584571,,0,,3,0.85805,0.80626
jn_597084147,Junction 597084147,junction,12.977113,77.583968,,0,,1,0.79423,0.79191
jn_597084149,Junction 597084149,junction,12.977134,77.583919,,0,,1,0.61376,0.67125
jn_597084152,Junction 597084152,junction,12.978113,77.584225,,0,,3,0.93107,0.84988
jn_618248521,Junction 618248521,junction,12.909699,77.627357,,0,,3,0.53256,0.48763
jn_620136177,Junction 620136177,junction,12.973956,77.544729,,0,,1,0.91684,0.6962
jn_620136201,Junction 620136201,junction,12.973926,77.546055,,0,,3,0.96631,0.90402
jn_650085190,Junction 650085190,junction,12.929869,77.614948,,0,,3,0.55391,0.53512
jn_650085372,Junction 650085372,junction,12.932244,77.613471,,0,,4,0.61341,0.63177
jn_650141496,Junction 650141496,junction,12.924158,77.647555,,0,,3,0.38871,0.51893
jn_660676770,Junction 660676770,junction,12.994035,77.596656,,0,,3,0.66629,0.68814
jn_663311696,Junction 663311696,junction,12.97511,77.586907,,0,,3,0.79658,0.85403
jn_663311718,Junction 663311718,junction,12.976103,77.587834,,0,,3,0.84424,0.87553
jn_663311721,Junction 663311721,junction,12.976264,77.588092,,0,,3,0.93209,0.86161
jn_663313886,Junction 663313886,junction,12.967165,77.588912,,0,,1,0.90491,0.77631
jn_663313892,Junction 663313892,junction,12.967636,77.589345,,0,,3,0.90583,0.94485
jn_663596569,Junction 663596569,junction,12.980965,77.597513,,0,,3,0.52611,0.71127
jn_663596583,Junction 663596583,junction,12.981727,77.597085,,0,,3,0.70381,0.81454
jn_665045355,Junction 665045355,junction,12.982937,77.592292,,0,,4,0.86778,0.86871
jn_665045371,Junction 665045371,junction,12.986469,77.58904,,0,,3,0.72361,0.75348
jn_665062617,Junction 665062617,junction,12.967942,77.587099,,0,,3,0.78697,0.80352
jn_665062621,Junction 665062621,junction,12.968463,77.587305,,0,,2,0.70203,0.75778
jn_679993270,Junction 679993270,junction,12.974629,77.571126,,0,,3,0.78951,0.77941
jn_679993301,Junction 679993301,junction,12.974767,77.57076,,0,,4,0.92702,0.91189
jn_683068022,Junction 683068022,junction,12.974926,77.548558,,0,,1,0.96432,0.87881
jn_687332600,Junction 687332600,junction,12.982863,77.572843,,0,,3,0.87408,0.98
jn_699576768,Junction 699576768,junction,12.916954,77.573587,,0,,3,0.32442,0.4315
jn_699576794,Junction 699576794,junction,12.917805,77.573451,,0,,3,0.59335,0.52143
jn_699585164,Junction 699585164,junction,12.913733,77.566197,,0,,3,0.40819,0.45136
jn_699585967,Junction 699585967,junction,12.920618,77.562039,,0,,3,0.45215,0.58937
jn_699690700,Junction 699690700,junction,12.953234,77.538238,,0,,3,0.63813,0.65551
jn_699704164,Junction 699704164,junction,12.936344,77.518566,,0,,1,0.39517,0.46823
jn_733498647,Junction 733498647,junction,12.939589,77.532769,,0,,3,0.61716,0.55634
jn_733498684,Junction 733498684,junction,12.940457,77.532233,,0,,3,0.53511,0.62019
jn_736207380,Junction 736207380,junction,12.972656,77.641102,,0,,3,0.39465,0.50654
jn_747663279,Junction 747663279,junction,12.924483,77.650454,,0,,3,0.44557,0.48175
jn_956653671,Junction 956653671,junction,12.983194,77.572673,,0,,3,0.82536,0.98
jn_983351470,Junction 983351470,junction,12.995088,77.698041,,0,,2,0.52132,0.41709
jn_983351475,Junction 983351475,junction,12.99501,77.698023,,0,,1,0.42811,0.39337
jn_1053901121,Junction 1053901121,junction,12.946846,77.524991,,0,,1,0.6486,0.55788
jn_1067769842,Junction 1067769842,junction,12.965116,77.597087,,0,,3,0.67153,0.83481
jn_1067781007,Junction 1067781007,junction,12.964833,77.596968,,0,,4,0.83717,0.74431
jn_1067789545,Junction 1067789545,junction,12.962567,77.595228,,0,,3,0.54541,0.63689
jn_1067789550,Junction 1067789550,junction,12.962339,77.594509,,0,,3,0.69565,0.68917
jn_1070314187,Junction 1070314187,junction,12.916068,77.573762,,0,,3,0.46988,0.60434
jn_1070314188,Junction 1070314188,junction,12.917579,77.574077,,0,,3,0.36045,0.47582
jn_1070314200,Junction 1070314200,junction,12.906339,77.582579,,0,,3,0.59522,0.54777
jn_1070314234,Junction 1070314234,junction,12.906294,77.587623,,0,,2,0.4738,0.53821
jn_1070361724,Junction 1070361724,junction,12.927597,77.62092,,0,,4,0.56271,0.59885
jn_1070361761,Junction 1070361761,junction,12.93462,77.612143,,0,,2,0.46995,0.60782
jn_1083500529,Junction 1083500529,junction,12.921278,77.662906,,0,,2,0.30086,0.49217
jn_1109115769,Junction 1109115769,junction,12.997781,77.550293,,0,,2,0.80959,0.82994
jn_1109138333,Junction 1109138333,junction,12.996242,77.550638,,0,,3,0.85774,0.77043
jn_1109138336,Junction 1109138336,junction,12.996573,77.550679,,0,,2,0.72904,0.67158
jn_1109138337,Junction 1109138337,junction,12.996227,77.550549,,0,,3,0.74613,0.74073
jn_1109138338,Junction 1109138338,junction,12.999579,77.550027,,0,,2,0.66843,0.57957
jn_1109138339,Junction 1109138339,junction,12.999642,77.549778,,0,,3,0.92789,0.86322
jn_1109138340,Junction 1109138340,junction,12.999672,77.549878,,0,,3,0.84439,0.82346
jn_1109138341,Junction 1109138341,junction,12.997761,77.5502,,0,,2,0.85028,0.79108
jn_1114550091,Junction 1114550091,junction,12.984936,77.549261,,0,,1,0.81456,0.74361
jn_1123386062,Junction 1123386062,junction,12.916928,77.621968,,0,,3,0.4141,0.50296
jn_1129371503,Junction 1129371503,junction,13.000411,77.679125,,0,,3,0.46822,0.44381
jn_1177192105,Junction 1177192105,junction,13.000269,77.680856,,0,,3,0.5292,0.47823
jn_1232953264,Junction 1232953264,junction,12.973438,77.610926,,0,,3,0.7183,0.71093
jn_1232953300,Junction 1232953300,junction,12.973804,77.611086,,0,,4,0.80481,0.87316
jn_1232963659,Junction 1232963659,junction,12.971303,77.607,,0,,2,0.66387,0.60907
jn_1282881076,Junction 1282881076,junction,12.960855,77.640139,,0,,5,0.51216,0.43834
jn_1289956546,Junction 1289956546,junction,12.987132,77.594928,,0,,2,0.87527,0.74693
jn_1307598719,Junction 1307598719,junction,12.986656,77.588734,,0,,3,0.69874,0.79207
jn_1319974913,Junction 1319974913,junction,12.921835,77.668077,,0,,1,0.22229,0.33483
jn_1319974914,Junction 1319974914,junction,12.921903,77.668032,,0,,3,0.36387,0.35226
jn_1355297532,Junction 1355297532,junction,12.965893,77.662299,,0,,4,0.35621,0.37046
jn_1355297535,Junction 1355297535,junction,12.966032,77.66254,,0,,1,0.48858,0.43175
jn_1364038689,Junction 1364038689,junction,13.000418,77.676511,,0,,2,0.3022,0.43626
jn_1420105787,Junction 1420105787,junction,12.965848,77.641462,,0,,2,0.50531,0.53928
jn_1434179293,Junction 1434179293,junction,12.966945,77.620393,,0,,2,0.42157,0.47414
jn_1435578873,Junction 1435578873,junction,12.998746,77.584274,,0,,3,1.0,0.86247
jn_1435578876,Junction 1435578876,junction,12.997742,77.584746,,0,,1,0.69799,0.60822
jn_1435578877,Junction 1435578877,junction,12.997756,77.584133,,0,,2,0.59963,0.65751
jn_1435578897,Junction 1435578897,junction,12.997999,77.584435,,0,,3,0.75819,0.8137
jn_1436067882,Junction 1436067882,junction,12.984883,77.588229,,0,,2,1.0,0.89474
jn_1442068016,Junction 1442068016,junction,12.948541,77.593083,,0,,1,0.54634,0.51434
jn_1442068027,Junction 1442068027,junction,12.948393,77.593662,,0,,4,0.66745,0.7478
jn_1454651961,Junction 1454651961,junction,12.959267,77.661159,,0,,4,0.58436,0.4919
jn_1454651965,Junction 1454651965,junction,12.962489,77.592057,,0,,3,0.83904,0.76631
jn_1467779068,Junction 1467779068,junction,13.00483,77.549044,,0,,3,0.65452,0.68801
jn_1469034694,Junction 1469034694,junction,12.966827,77.5948,,0,,3,0.84339,0.81325
jn_1469034722,Junction 1469034722,junction,12.966874,77.595028,,0,,3,0.78644,0.74363
jn_1472178357,Junction 1472178357,junction,12.996379,77.550395,,0,,1,0.75476,0.72179
jn_1472212755,Junction 1472212755,junction,12.909615,77.627248,,0,,3,0.55287,0.50784
jn_1472248431,Junction 1472248431,junction,12.91968,77.621047,,0,,4,0.74887,0.601
jn_1472248447,Junction 1472248447,junction,12.923707,77.618602,,0,,3,0.60626,0.63421
jn_1472248450,Junction 1472248450,junction,12.92345,77.618886,,0,,3,0.4526,0.48211
jn_1472248456,Junction 1472248456,junction,12.926037,77.617282,,0,,4,0.68234,0.60572
jn_1472878464,Junction 1472878464,junction,12.918068,77.622446,,0,,4,0.61098,0.51367
jn_1483859318,Junction 1483859318,junction,13.00818,77.692091,,0,,1,0.19403,0.4485
jn_1522519216,Junction 1522519216,junction,12.940623,77.57446,,0,,2,0.7909,0.69657
jn_1523537403,Junction 1523537403,junction,12.984585,77.597063,,0,,4,0.81937,0.83611
jn_1524720263,Junction 1524720263,junction,12.995315,77.550614,,0,,1,0.6645,0.65045
jn_1526130481,Junction 1526130481,junction,13.001772,77.549407,,0,,1,0.75187,0.70468
jn_1530703051,Junction 1530703051,junction,12.972307,77.619576,,0,,1,0.66385,0.57636
jn_1537844513,Junction 1537844513,junction,12.982791,77.569654,,0,,3,0.86921,0.85339
jn_1560168984,Junction 1560168984,junction,12.980193,77.572657,,0,,3,0.86627,0.97622
jn_1560168993,Junction 1560168993,junction,12.980369,77.572488,,0,,4,0.82456,0.79562
jn_1568922443,Junction 1568922443,junction,12.963249,77.585002,,0,,3,1.0,0.85339
jn_1601910085,Junction 1601910085,junction,13.010524,77.662491,,0,,1,0.40979,0.40973
jn_1608973482,Junction 1608973482,junction,12.924277,77.651783,,0,,2,0.30728,0.40324
jn_1613154923,Junction 1613154923,junction,12.896905,77.635235,,0,,3,0.65606,0.53078
jn_1613154924,Junction 1613154924,junction,12.896955,77.635328,,0,,1,0.46632,0.36629
jn_1614318635,Junction 1614318635,junction,12.941393,77.696342,,0,,1,0.25856,0.37733
jn_1614318730,Junction 1614318730,junction,12.937413,77.69339,,0,,3,0.49877,0.42672
jn_1620344798,Junction 1620344798,junction,12.931541,77.622498,,0,,2,0.44478,0.54723
jn_1632815598,Junction 1632815598,junction,12.963912,77.577465,,0,,3,0.87051,0.879
jn_1634804475,Junction 1634804475,junction,12.99314,77.685961,,0,,3,0.44347,0.43295
jn_1634804562,Junction 1634804562,junction,12.992993,77.685922,,0,,1,0.44056,0.42638
jn_1634804563,Junction 1634804563,junction,12.99622,77.683849,,0,,3,0.3444,0.45661
jn_1636820409,Junction 1636820409,junction,12.975139,77.576461,,0,,3,0.9127,0.81862
jn_1636820444,Junction 1636820444,junction,12.980094,77.571223,,0,,3,0.94924,0.84413
jn_1636820456,Junction 1636820456,junction,12.980145,77.571121,,0,,3,0.76029,0.81626
jn_1636820472,Junction 1636820472,junction,12.980017,77.570982,,0,,3,0.87036,0.88438
jn_1636820490,Junction 1636820490,junction,12.979947,77.570996,,0,,3,0.74678,0.77982
jn_1636820523,Junction 1636820523,junction,12.974704,77.577348,,0,,3,0.94003,0.91508
jn_1636820542,Junction 1636820542,junction,12.975639,77.575992,,0,,1,0.75313,0.72652
jn_1645178560,Junction 1645178560,junction,12.924061,77.647346,,0,,4,0.6617,0.62019
jn_1645178612,Junction 1645178612,junction,12.923795,77.654392,,0,,3,0.5057,0.53783
jn_1650296797,Junction 1650296797,junction,12.962822,77.589905,,0,,4,0.79274,0.87057
jn_1650305476,Junction 1650305476,junction,12.982038,77.597047,,0,,3,0.75386,0.74534
jn_1650305517,Junction 1650305517,junction,12.980517,77.597611,,0,,1,0.61172,0.70341
jn_1668866520,Junction 1668866520,junction,12.963461,77.577317,,0,,3,0.77856,0.85857
jn_1707859865,Junction 1707859865,junction,12.99421,77.595881,,0,,3,0.84632,0.79394
jn_1707859994,Junction 1707859994,junction,12.994152,77.596224,,0,,3,0.90944,0.75171
jn_1723790725,Junction 1723790725,junction,12.91717,77.622233,,0,,3,0.47964,0.51285
jn_1723790753,Junction 1723790753,junction,12.917692,77.622347,,0,,3,0.55332,0.50884
jn_1723795924,Junction 1723795924,junction,12.917213,77.622657,,0,,3,0.48637,0.54372
jn_1723827217,Junction 1723827217,junction,12.931521,77.61384,,0,,3,0.62428,0.64237
jn_1725677617,Junction 1725677617,junction,12.893,77.637591,,0,,1,0.37933,0.43886
jn_1780334125,Junction 1780334125,junction,12.950712,77.5375,,0,,3,0.52717,0.68685
jn_1780334138,Junction 1780334138,junction,12.952914,77.54046,,0,,3,0.58051,0.64546
jn_1808871252,Junction 1808871252,junction,12.99981,77.619686,,0,,4,0.63987,0.58973
jn_1808871337,Junction 1808871337,junction,13.003096,77.616605,,0,,3,0.57551,0.61216
jn_1808871358,Junction 1808871358,junction,13.003664,77.616892,,0,,3,0.75642,0.62624
jn_1808871362,Junction 1808871362,junction,13.003697,77.616811,,0,,3,0.43245,0.60168
jn_1820382285,Junction 1820382285,junction,12.98229,77.563644,,0,,1,0.75562,0.79241
jn_1820387918,Junction 1820387918,junction,12.97991,77.564299,,0,,3,0.82925,0.90496
jn_1820411828,Junction 1820411828,junction,12.97553,77.554351,,0,,1,0.76469,0.86321
jn_1820423092,Junction 1820423092,junction,12.975881,77.564526,,0,,4,0.90758,0.96516
jn_1827634843,Junction 1827634843,junction,12.920522,77.6649,,0,,3,0.3428,0.41531
jn_1833036999,Junction 1833036999,junction,12.95446,77.544077,,0,,2,0.76829,0.71151
jn_1836983152,Junction 1836983152,junction,12.93706,77.53127,,0,,3,0.54237,0.62094
jn_1836983204,Junction 1836983204,junction,12.938516,77.531879,,0,,3,0.76051,0.67418
jn_1836983206,Junction 1836983206,junction,12.938455,77.532015,,0,,3,0.40369,0.54687
jn_1836983211,Junction 1836983211,junction,12.938605,77.533446,,0,,2,0.41218,0.47384
jn_1836983260,Junction 1836983260,junction,12.939517,77.531668,,0,,3,0.5322,0.56775
jn_1836983267,Junction 1836983267,junction,12.939587,77.532406,,0,,3,0.67189,0.67813
jn_1836983279,Junction 1836983279,junction,12.940106,77.53288,,0,,3,0.76247,0.65352
jn_1836983313,Junction 1836983313,junction,12.940576,77.533029,,0,,3,0.73295,0.61013
jn_1836983374,Junction 1836983374,junction,12.941394,77.531509,,0,,3,0.64274,0.72137
jn_1836983389,Junction 1836983389,junction,12.941888,77.534279,,0,,3,0.45247,0.59814
jn_1836983541,Junction 1836983541,junction,12.963392,77.581873,,0,,3,0.94092,0.82441
jn_1837005173,Junction 1837005173,junction,12.925979,77.617191,,0,,3,0.77501,0.52586
jn_1837285030,Junction 1837285030,junction,12.945974,77.640104,,0,,4,0.67231,0.55872
jn_1837285037,Junction 1837285037,junction,12.946032,77.640011,,0,,3,0.57358,0.50589
jn_1837297461,Junction 1837297461,junction,13.008112,77.692498,,0,,1,0.44467,0.46409
jn_1837339316,Junction 1837339316,junction,12.963981,77.582395,,0,,3,0.76642,0.84585
