edge_id,route_id,mode,u,v,seq,distance_km,scheduled_min
tr_bus_401n_015,bus_401n,bus,bs_2402209839,bs_1474835884,15,0.3567,1.809
tr_bus_401n_016,bus_401n,bus,bs_1474835884,bs_308232838,16,0.6122,2.711
tr_bus_401n_017,bus_401n,bus,bs_308232838,bs_1474827886,17,0.6399,2.809
tr_bus_401n_018,bus_401n,bus,bs_1474827886,bs_1820435756,18,0.9761,3.995
tr_bus_401n_019,bus_401n,bus,bs_1820435756,bs_1820425367,19,0.2737,1.516
tr_bus_401n_020,bus_401n,bus,bs_1820425367,bs_2402602175,20,0.8209,3.447
tr_bus_401n_021,bus_401n,bus,bs_2402602175,bs_4935019449,21,0.5904,2.634
tr_bus_401n_022,bus_401n,bus,bs_4935019449,bs_446995812,22,0.7943,3.353
tr_bus_401n_023,bus_401n,bus,bs_446995812,bs_2398081626,23,0.3509,1.788
tr_bus_401n_024,bus_401n,bus,bs_2398081626,bs_446995809,24,0.4567,2.162
tr_bus_401n_025,bus_401n,bus,bs_446995809,bs_6347562417,25,0.2986,1.604
tr_bus_401n_026,bus_401n,bus,bs_6347562417,bs_6329060972,26,0.2707,1.505
tr_bus_401n_027,bus_401n,bus,bs_6329060972,bs_4544407101,27,0.6442,2.824
tr_bus_401n_028,bus_401n,bus,bs_4544407101,bs_4544407102,28,0.6025,2.677
tr_bus_401n_029,bus_401n,bus,bs_4544407102,bs_4544407103,29,0.5009,2.318
tr_bus_401n_030,bus_401n,bus,bs_4544407103,bs_446995829,30,0.6274,2.764
tr_bus_401n_031,bus_401n,bus,bs_446995829,bs_2394052182,31,0.5317,2.427
tr_bus_401n_032,bus_401n,bus,bs_2394052182,bs_3401990805,32,0.418,2.025
tr_bus_401n_033,bus_401n,bus,bs_3401990805,bs_446941382,33,0.2941,1.588
tr_bus_201g_000,bus_201g,bus,bs_2396429259,bs_7156942415,0,0.3207,1.682
tr_bus_201g_001,bus_201g,bus,bs_7156942415,bs_3396658477,1,0.8834,3.668
tr_bus_201g_002,bus_201g,bus,bs_3396658477,bs_2396426483,2,0.8674,3.612
tr_bus_201g_003,bus_201g,bus,bs_2396426483,bs_3310413267,3,0.473,2.219
tr_bus_201g_004,bus_201g,bus,bs_3310413267,bs_9814659993,4,0.7932,3.35
tr_bus_201g_005,bus_201g,bus,bs_9814659993,bs_1185757004,5,0.5739,2.575
tr_bus_201g_006,bus_201g,bus,bs_1185757004,bs_2396434084,6,0.5755,2.581
tr_bus_201g_007,bus_201g,bus,bs_2396434084,bs_2396434266,7,0.363,1.831
tr_bus_201g_008,bus_201g,bus,bs_2396434266,bs_3276659128,8,0.5322,2.428
tr_bus_201g_009,bus_201g,bus,bs_3276659128,bs_10068685437,9,0.7656,3.252
tr_bus_201g_010,bus_201g,bus,bs_10068685437,bs_1471781253,10,0.4815,2.249
tr_bus_201g_011,bus_201g,bus,bs_1471781253,bs_10855370151,11,1.2087,4.816
tr_bus_201g_012,bus_201g,bus,bs_10855370151,bs_10855370150,12,1.414,5.541
tr_bus_201g_013,bus_201g,bus,bs_10855370150,bs_10855370149,13,0.8963,3.713
tr_bus_201g_014,bus_201g,bus,bs_10855370149,bs_254923713,14,0.4942,2.294
tr_bus_201g_015,bus_201g,bus,bs_254923713,bs_2405375289,15,0.493,2.29
tr_bus_201g_016,bus_201g,bus,bs_2405375289,bs_2405375993,16,0.5205,2.387
tr_bus_201g_017,bus_201g,bus,bs_2405375993,bs_10855370148,17,0.6172,2.729
tr_bus_201g_018,bus_201g,bus,bs_10855370148,bs_2402577150,18,0.4744,2.224
tr_bus_201g_019,bus_201g,bus,bs_2402577150,bs_1473298101,19,0.9844,4.025
tr_bus_201g_020,bus_201g,bus,bs_1473298101,bs_10043935992,20,0.1451,1.062
tr_bus_201g_021,bus_201g,bus,bs_10043935992,bs_2509428538,21,0.5389,2.452
tr_bus_201g_022,bus_201g,bus,bs_2509428538,bs_6495482457,22,0.7413,3.166
tr_bus_201g_023,bus_201g,bus,bs_6495482457,bs_6495482458,23,0.8823,3.664
tr_bus_201g_024,bus_201g,bus,bs_6495482458,bs_9904111099,24,0.362,1.828
tr_bus_201g_025,bus_201g,bus,bs_9904111099,bs_2512617705,25,0.3609,1.824
tr_bus_201g_026,bus_201g,bus,bs_2512617705,bs_6495482463,26,0.6959,3.006
tr_bus_201g_027,bus_201g,bus,bs_6495482463,bs_6495482464,27,0.3602,1.821
tr_bus_201g_028,bus_201g,bus,bs_6495482464,bs_6495482465,28,0.3998,1.961
tr_bus_201g_029,bus_201g,bus,bs_6495482465,bs_6495482468,29,0.6169,2.727
tr_bus_201g_030,bus_201g,bus,bs_6495482468,bs_6495482470,30,0.5609,2.53
tr_bus_201g_031,bus_201g,bus,bs_6495482470,bs_10792812744,31,0.8242,3.459
tr_bus_201g_032,bus_201g,bus,bs_10792812744,bs_1070314236,32,0.7258,3.112
tr_bus_201g_000,bus_201g,bus,bs_1070314236,bs_10855399618,0,0.7732,3.279
tr_bus_201g_001,bus_201g,bus,bs_10855399618,bs_2394012912,1,0.5987,2.663
tr_bus_201g_002,bus_201g,bus,bs_2394012912,bs_524077013,2,0.7302,3.127
tr_bus_201g_003,bus_201g,bus,bs_524077013,bs_524080923,3,0.6203,2.739
tr_bus_201g_004,bus_201g,bus,bs_524080923,bs_4701346477,4,0.5439,2.47
tr_bus_201g_005,bus_201g,bus,bs_4701346477,bs_2511399368,5,0.7977,3.365
tr_bus_201g_006,bus_201g,bus,bs_2511399368,bs_2510395000,6,0.4875,2.27
tr_bus_201g_007,bus_201g,bus,bs_2510395000,bs_1466857947,7,0.3318,1.721
tr_bus_201g_008,bus_201g,bus,bs_1466857947,bs_2510395023,8,0.9839,4.023
tr_bus_201g_009,bus_201g,bus,bs_2510395023,bs_5558684110,9,0.6414,2.814
tr_bus_201g_010,bus_201g,bus,bs_5558684110,bs_7294299969,10,0.3817,1.897
tr_bus_201g_011,bus_201g,bus,bs_7294299969,bs_1837005146,11,0.7947,3.355
tr_bus_201g_012,bus_201g,bus,bs_1837005146,bs_1070361737,12,0.7121,3.063
tr_bus_201g_013,bus_201g,bus,bs_1070361737,bs_10066958372,13,0.269,1.499
tr_bus_201g_014,bus_201g,bus,bs_10066958372,bs_2405375288,14,0.151,1.083
tr_bus_201g_015,bus_201g,bus,bs_2405375288,bs_10855399617,15,0.419,2.029
tr_bus_201g_016,bus_201g,bus,bs_10855399617,bs_3016052463,16,0.7461,3.183
tr_bus_201g_017,bus_201g,bus,bs_3016052463,bs_3016052461,17,0.6905,2.987
tr_bus_201g_018,bus_201g,bus,bs_3016052461,bs_4595656668,18,1.3733,5.397
tr_bus_201g_019,bus_201g,bus,bs_4595656668,bs_325156622,19,1.2763,5.054
tr_bus_201g_020,bus_201g,bus,bs_325156622,bs_2455703300,20,0.2629,1.478
tr_bus_201g_021,bus_201g,bus,bs_2455703300,bs_1420113193,21,0.933,3.843
tr_bus_201g_022,bus_201g,bus,bs_1420113193,bs_2396434359,22,0.389,1.923
tr_bus_201g_023,bus_201g,bus,bs_2396434359,bs_1474220561,23,0.4701,2.209
tr_bus_201g_024,bus_201g,bus,bs_1474220561,bs_1232740597,24,0.5264,2.408
tr_bus_201g_025,bus_201g,bus,bs_1232740597,bs_4101455408,25,0.6791,2.947
tr_bus_201g_026,bus_201g,bus,bs_4101455408,bs_3310413267,26,0.7346,3.143
tr_bus_201g_027,bus_201g,bus,bs_3310413267,bs_4173145025,27,0.4467,2.127
tr_bus_201g_028,bus_201g,bus,bs_4173145025,bs_10855399616,28,0.8745,3.636
tr_bus_201g_029,bus_201g,bus,bs_10855399616,bs_12328481705,29,0.8969,3.715
tr_bus_201g_030,bus_201g,bus,bs_12328481705,bs_2396429259,30,0.317,1.669
tr_bus_500l_000,bus_500l,bus,bs_1070314236,bs_493556458,0,0.5673,2.552
tr_bus_500l_001,bus_500l,bus,bs_493556458,bs_2394012912,1,0.8062,3.395
tr_bus_500l_002,bus_500l,bus,bs_2394012912,bs_1473879998,2,0.2092,1.288
tr_bus_500l_003,bus_500l,bus,bs_1473879998,bs_524077013,3,0.5211,2.389
tr_bus_500l_004,bus_500l,bus,bs_524077013,bs_1463770311,4,0.3007,1.611
tr_bus_500l_005,bus_500l,bus,bs_1463770311,bs_524080923,5,0.3197,1.678
tr_bus_500l_006,bus_500l,bus,bs_524080923,bs_4701346477,6,0.5439,2.47
tr_bus_500l_007,bus_500l,bus,bs_4701346477,bs_2511399368,7,0.7977,3.365
tr_bus_500l_008,bus_500l,bus,bs_2511399368,bs_2510395000,8,0.4875,2.27
tr_bus_500l_009,bus_500l,bus,bs_2510395000,bs_1466857947,9,0.3318,1.721
tr_bus_500l_010,bus_500l,bus,bs_1466857947,bs_6497456085,10,0.9011,3.73
tr_bus_500l_011,bus_500l,bus,bs_6497456085,bs_5558684110,11,0.7221,3.099
tr_bus_500l_012,bus_500l,bus,bs_5558684110,bs_9987347294,12,0.3124,1.653
tr_bus_500l_013,bus_500l,bus,bs_9987347294,bs_6210612248,13,0.8726,3.63
tr_bus_500l_014,bus_500l,bus,bs_6210612248,bs_4817968340,14,0.6621,2.887
tr_bus_500l_015,bus_500l,bus,bs_4817968340,bs_6497456138,15,1.1799,4.714
tr_bus_500l_016,bus_500l,bus,bs_6497456138,bs_10076263541,16,0.9318,3.839
tr_bus_500l_017,bus_500l,bus,bs_10076263541,bs_5778351796,17,2.1857,8.264
tr_bus_500l_018,bus_500l,bus,bs_5778351796,bs_11955000967,18,0.3815,1.896
tr_bus_500l_019,bus_500l,bus,bs_11955000967,bs_2485933288,19,0.6412,2.813
tr_bus_500l_020,bus_500l,bus,bs_2485933288,bs_3840278215,20,0.4883,2.273
tr_bus_500l_021,bus_500l,bus,bs_3840278215,bs_3170452369,21,1.1614,4.649
tr_bus_500l_022,bus_500l,bus,bs_3170452369,bs_3170450634,22,0.9648,3.955
tr_bus_500l_023,bus_500l,bus,bs_3170450634,bs_3170437443,23,0.6993,3.018
tr_bus_500l_024,bus_500l,bus,bs_3170437443,bs_9820589363,24,6.2703,22.681
tr_bus_500l_025,bus_500l,bus,bs_9820589363,bs_9967946691,25,0.366,1.842
tr_bus_500l_026,bus_500l,bus,bs_9967946691,bs_9820589364,26,1.7579,6.754
tr_bus_500l_027,bus_500l,bus,bs_9820589364,bs_9820589365,27,0.4812,2.248
tr_bus_500l_028,bus_500l,bus,bs_9820589365,bs_2475275941,28,1.8742,7.165
tr_bus_500l_029,bus_500l,bus,bs_2475275941,bs_5631135853,29,0.9823,4.017
tr_bus_169_000,bus_169,bus,bs_1551513238,bs_7108562619,0,0.8063,3.396
tr_bus_169_001,bus_169,bus,bs_7108562619,bs_7108562617,1,0.7631,3.243
tr_bus_169_002,bus_169,bus,bs_7108562617,bs_6347562419,2,0.6582,2.873
tr_bus_169_003,bus_169,bus,bs_6347562419,bs_6329060972,3,0.7523,3.205
tr_bus_169_004,bus_169,bus,bs_6329060972,bs_4544407101,4,0.6442,2.824
tr_bus_169_005,bus_169,bus,bs_4544407101,bs_4544407102,5,0.6025,2.677
tr_bus_169_006,bus_169,bus,bs_4544407102,bs_4544407103,6,0.5009,2.318
tr_bus_169_007,bus_169,bus,bs_4544407103,bs_446995829,7,0.6274,2.764
tr_bus_169_008,bus_169,bus,bs_446995829,bs_316660381,8,0.802,3.381
tr_bus_169_009,bus_169,bus,bs_316660381,bs_3198633193,9,0.722,3.098
tr_bus_169_010,bus_169,bus,bs_3198633193,bs_3198633192,10,0.6027,2.677
tr_bus_169_011,bus_169,bus,bs_3198633192,bs_2398107511,11,1.1769,4.704
tr_bus_169_012,bus_169,bus,bs_2398107511,bs_1363295016,12,0.2952,1.592
tr_bus_169_013,bus_169,bus,bs_1363295016,bs_7108562608,13,0.6486,2.839
tr_bus_169_014,bus_169,bus,bs_7108562608,bs_249082830,14,1.1699,4.679
tr_bus_169_015,bus_169,bus,bs_249082830,bs_573433441,15,0.5941,2.647
tr_bus_169_016,bus_169,bus,bs_573433441,bs_4905837941,16,0.8058,3.394
tr_bus_169_017,bus_169,bus,bs_4905837941,bs_596446558,17,0.7536,3.21
tr_bus_169_018,bus_169,bus,bs_596446558,bs_3740957800,18,1.0429,4.231
tr_bus_169_019,bus_169,bus,bs_3740957800,bs_7108562603,19,0.4819,2.251
tr_bus_169_020,bus_169,bus,bs_7108562603,bs_2268440721,20,0.1305,1.01
tr_bus_169_021,bus_169,bus,bs_2268440721,bs_2406057217,21,0.9909,4.047
tr_bus_169_022,bus_169,bus,bs_2406057217,bs_7108562600,22,0.4723,2.217
tr_bus_169_023,bus_169,bus,bs_7108562600,bs_7108562598,23,0.272,1.51
tr_bus_169_024,bus_169,bus,bs_7108562598,bs_7108562596,24,0.653,2.855
tr_bus_169_025,bus_169,bus,bs_7108562596,bs_2406049367,25,0.7266,3.114
tr_bus_169_026,bus_169,bus,bs_2406049367,bs_1808894959,26,0.7653,3.251
tr_bus_169_027,bus_169,bus,bs_1808894959,bs_1485686875,27,0.1876,1.212
tr_bus_tr12_000,bus_tr12,bus,bs_1473255017,bs_954610757,0,0.387,1.916
tr_bus_tr12_001,bus_tr12,bus,bs_954610757,bs_954619918,1,0.3765,1.879
tr_bus_tr12_002,bus_tr12,bus,bs_954619918,bs_954620241,2,0.5057,2.335
tr_bus_tr12_003,bus_tr12,bus,bs_954620241,bs_954621288,3,0.318,1.672
tr_bus_tr12_004,bus_tr12,bus,bs_954621288,bs_2396303951,4,0.434,2.082
tr_bus_tr12_005,bus_tr12,bus,bs_2396303951,bs_248838952,5,0.294,1.588
tr_bus_tr12_006,bus_tr12,bus,bs_248838952,bs_2393971633,6,0.2772,1.528
tr_bus_tr12_007,bus_tr12,bus,bs_2393971633,bs_2393971549,7,0.4221,2.04
tr_bus_tr12_008,bus_tr12,bus,bs_2393971549,bs_2393859187,8,0.7467,3.185
tr_bus_tr12_009,bus_tr12,bus,bs_2393859187,bs_1323690429,9,0.7892,3.336
tr_bus_tr12_010,bus_tr12,bus,bs_1323690429,bs_5265674077,10,0.8551,3.568
tr_bus_tr12_011,bus_tr12,bus,bs_5265674077,bs_7093073086,11,1.1603,4.645
tr_bus_tr12_012,bus_tr12,bus,bs_7093073086,bs_1085530276,12,0.4129,2.007
tr_bus_tr12_013,bus_tr12,bus,bs_1085530276,bs_1806969494,13,1.0831,4.373
tr_bus_tr12_014,bus_tr12,bus,bs_1806969494,bs_6222268366,14,0.6596,2.878
tr_bus_tr12_015,bus_tr12,bus,bs_6222268366,bs_1820410900,15,0.209,1.288
tr_bus_tr12_016,bus_tr12,bus,bs_1820410900,bs_1820411782,16,0.445,2.12
tr_bus_tr12_017,bus_tr12,bus,bs_1820411782,bs_1820411843,17,0.5293,2.418
tr_bus_tr12_018,bus_tr12,bus,bs_1820411843,bs_6078107786,18,0.5448,2.473
tr_bus_tr12_019,bus_tr12,bus,bs_6078107786,bs_2402602175,19,0.4823,2.252
tr_bus_tr12_020,bus_tr12,bus,bs_2402602175,bs_2398080161,20,0.7448,3.179
tr_bus_tr12_021,bus_tr12,bus,bs_2398080161,bs_446995812,21,0.6398,2.808
tr_bus_tr12_022,bus_tr12,bus,bs_446995812,bs_2398081626,22,0.3509,1.788
tr_bus_tr12_023,bus_tr12,bus,bs_2398081626,bs_7093027175,23,0.4827,2.254
tr_bus_tr12_024,bus_tr12,bus,bs_7093027175,bs_6347562417,24,0.2689,1.499
tr_bus_tr12_025,bus_tr12,bus,bs_6347562417,bs_2398081977,25,0.2877,1.565
tr_bus_tr12_026,bus_tr12,bus,bs_2398081977,bs_1471781029,26,0.8023,3.382
tr_bus_k4_000,bus_k4,bus,bs_308063845,bs_2402235727,0,0.2359,1.382
tr_bus_k4_001,bus_k4,bus,bs_2402235727,bs_2402233686,1,0.3461,1.772
tr_bus_k4_002,bus_k4,bus,bs_2402233686,bs_1474854780,2,0.3006,1.611
tr_bus_k4_003,bus_k4,bus,bs_1474854780,bs_1979048420,3,0.43,2.068
tr_bus_k4_004,bus_k4,bus,bs_1979048420,bs_4546441991,4,1.3795,5.419
tr_bus_k4_005,bus_k4,bus,bs_4546441991,bs_699684331,5,0.4671,2.198
tr_bus_k4_006,bus_k4,bus,bs_699684331,bs_2402205190,6,0.6791,2.947
tr_bus_k4_007,bus_k4,bus,bs_2402205190,bs_2402196134,7,0.9087,3.757
tr_bus_k4_008,bus_k4,bus,bs_2402196134,bs_1739362330,8,3.7424,13.759
tr_bus_k4_009,bus_k4,bus,bs_1739362330,bs_452414811,9,0.975,3.991
tr_bus_k4_010,bus_k4,bus,bs_452414811,bs_2468903219,10,0.6867,2.974
tr_bus_k4_011,bus_k4,bus,bs_2468903219,bs_3356616804,11,0.7934,3.35
tr_bus_k4_012,bus_k4,bus,bs_3356616804,bs_3344494904,12,1.6536,6.386
tr_bus_k4_013,bus_k4,bus,bs_3344494904,bs_3730961538,13,0.3483,1.779
tr_bus_k4_014,bus_k4,bus,bs_3730961538,bs_1635922811,14,1.1231,4.514
tr_bus_k4_015,bus_k4,bus,bs_1635922811,bs_1698055294,15,1.2842,5.083
tr_bus_k4_016,bus_k4,bus,bs_1698055294,bs_2396425548,16,0.5726,2.571
tr_bus_k4_017,bus_k4,bus,bs_2396425548,bs_4101455408,17,1.2096,4.819
tr_bus_k4_018,bus_k4,bus,bs_4101455408,bs_3310413267,18,0.7346,3.143
tr_bus_k4_019,bus_k4,bus,bs_3310413267,bs_4173145025,19,0.4467,2.127
tr_bus_k4_020,bus_k4,bus,bs_4173145025,bs_255558064,20,0.5811,2.601
tr_bus_k4_021,bus_k4,bus,bs_255558064,bs_2477611141,21,0.4423,2.111
tr_bus_k4_022,bus_k4,bus,bs_2477611141,bs_4703733899,22,0.5868,2.621
tr_bus_k4_023,bus_k4,bus,bs_4703733899,bs_343324577,23,1.2927,5.112
tr_bus_k4_024,bus_k4,bus,bs_343324577,bs_2407104108,24,1.1852,4.733
tr_bus_k4_025,bus_k4,bus,bs_2407104108,bs_2407104618,25,0.3809,1.894
tr_bus_k1_000,bus_k1,bus,bs_5558684110,bs_2472146600,0,0.4606,2.176
tr_bus_k1_001,bus_k1,bus,bs_2472146600,bs_1837005146,1,0.7088,3.052
tr_bus_k1_002,bus_k1,bus,bs_1837005146,bs_1070361737,2,0.7121,3.063
tr_bus_k1_003,bus_k1,bus,bs_1070361737,bs_2405375288,3,0.4199,2.032
tr_bus_k1_004,bus_k1,bus,bs_2405375288,bs_3016052464,4,1.1536,4.622
tr_bus_k1_005,bus_k1,bus,bs_3016052464,bs_3016052461,5,0.6707,2.917
tr_bus_k1_006,bus_k1,bus,bs_3016052461,bs_4595656668,6,1.3733,5.397
tr_bus_k1_007,bus_k1,bus,bs_4595656668,bs_325156622,7,1.2763,5.054
tr_bus_k1_008,bus_k1,bus,bs_325156622,bs_2455703300,8,0.2629,1.478
tr_bus_k1_009,bus_k1,bus,bs_2455703300,bs_1420113193,9,0.933,3.843
tr_bus_k1_010,bus_k1,bus,bs_1420113193,bs_2396434359,10,0.389,1.923
tr_bus_k1_011,bus_k1,bus,bs_2396434359,bs_1474220561,11,0.4701,2.209
tr_bus_k1_012,bus_k1,bus,bs_1474220561,bs_1232740597,12,0.5264,2.408
tr_bus_k1_013,bus_k1,bus,bs_1232740597,bs_1488405362,13,0.8948,3.708
tr_bus_k1_014,bus_k1,bus,bs_1488405362,bs_2401658294,14,0.5688,2.557
tr_bus_k1_015,bus_k1,bus,bs_2401658294,bs_2401658592,15,0.5508,2.494
tr_bus_k1_016,bus_k1,bus,bs_2401658592,bs_4595656669,16,0.5337,2.434
tr_bus_k1_017,bus_k1,bus,bs_4595656669,bs_2949043344,17,0.6135,2.715
tr_bus_k1_018,bus_k1,bus,bs_2949043344,bs_287905435,18,1.3302,5.245
tr_bus_k1_019,bus_k1,bus,bs_287905435,bs_3304155383,19,0.5216,2.391
tr_bus_k1_020,bus_k1,bus,bs_3304155383,bs_2405357303,20,0.661,2.883
tr_bus_k1_021,bus_k1,bus,bs_2405357303,bs_596446558,21,0.9568,3.927
tr_bus_k1_022,bus_k1,bus,bs_596446558,bs_469614003,22,1.3022,5.146
tr_bus_k1_023,bus_k1,bus,bs_469614003,bs_4597940321,23,1.8622,7.123
tr_bus_k1_024,bus_k1,bus,bs_4597940321,bs_4597940322,24,0.4345,2.083
tr_bus_60a_000,bus_60a,bus,bs_5558684100,bs_2393840437,0,0.4767,2.232
tr_bus_60a_001,bus_60a,bus,bs_2393840437,bs_12462547455,1,0.528,2.414
tr_bus_60a_002,bus_60a,bus,bs_12462547455,bs_2393842689,2,0.6856,2.97
tr_bus_60a_003,bus_60a,bus,bs_2393842689,bs_11342900895,3,0.4379,2.096
tr_bus_60a_004,bus_60a,bus,bs_11342900895,bs_2649085501,4,0.48,2.244
tr_bus_60a_005,bus_60a,bus,bs_2649085501,bs_2394017317,5,0.6285,2.768
tr_bus_60a_006,bus_60a,bus,bs_2394017317,bs_2393713744,6,0.9161,3.783
tr_bus_60a_007,bus_60a,bus,bs_2393713744,bs_1838656438,7,0.6849,2.967
tr_bus_60a_008,bus_60a,bus,bs_1838656438,bs_3656290925,8,0.4027,1.971
tr_bus_60a_009,bus_60a,bus,bs_3656290925,bs_1522519253,9,0.264,1.482
tr_bus_60a_010,bus_60a,bus,bs_1522519253,bs_2393856217,10,0.7604,3.234
tr_bus_60a_011,bus_60a,bus,bs_2393856217,bs_2393971633,11,0.598,2.661
tr_bus_60a_012,bus_60a,bus,bs_2393971633,bs_2393971549,12,0.4221,2.04
tr_bus_60a_013,bus_60a,bus,bs_2393971549,bs_7105069823,13,0.7228,3.101
tr_bus_60a_014,bus_60a,bus,bs_7105069823,bs_1782180090,14,0.4327,2.077
