edge_id,u,v,distance_km,road_class,free_speed_kmph,lanes
rd_00168,jn_2014710968,jn_956653671,0.1634,primary,40.0,2
rd_00169,jn_2014710915,jn_2014710968,0.0202,primary_link,30.0,2
rd_00170,jn_2014710968,jn_2014710885,0.0398,primary_link,30.0,2
rd_00171,jn_597084149,jn_597083493,0.1015,primary_link,30.0,2
rd_00172,jn_2017901962,jn_2017901946,0.0745,primary_link,30.0,2
rd_00173,jn_2017901960,jn_2017901919,0.0694,primary_link,30.0,2
rd_00174,jn_2017901954,jn_2017901929,0.0604,primary_link,30.0,2
rd_00175,jn_2017901935,jn_2017901963,0.0571,primary_link,30.0,2
rd_00176,jn_1912811931,jn_2017901954,0.1549,primary_link,30.0,2
rd_00177,jn_306591433,jn_11306430808,0.0589,primary,50.0,2
rd_00178,jn_2105846890,jn_1707859865,0.0316,primary_link,30.0,2
rd_00179,jn_2177302370,jn_2227865026,0.2557,primary,50.0,2
rd_00180,jn_2190851926,jn_597083726,0.1217,primary_link,30.0,1
rd_00181,jn_1837285037,jn_12067366803,1.4848,primary,40.0,2
rd_00182,jn_12067366802,jn_1837285030,1.4938,primary,40.0,2
rd_00183,jn_458263319,jn_11425338076,0.007,primary,40.0,2
rd_00184,jn_11425338076,jn_428420790,0.5289,primary,40.0,2
rd_00185,jn_428420790,jn_663313892,0.0781,primary,40.0,2
rd_00186,jn_2177268811,jn_2017901960,0.2614,primary_link,30.0,2
rd_00187,jn_12803624101,jn_12433045764,0.0224,primary,40.0,3
rd_00188,jn_10282796511,jn_1723790753,0.0512,trunk_link,35.0,2
rd_00189,jn_2406966812,jn_2406966810,0.0103,trunk_link,30.0,2
rd_00190,jn_747663279,jn_1608973482,0.1459,primary,30.0,1
rd_00191,jn_1837722503,jn_2411848579,0.0125,trunk_link,35.0,2
rd_00192,jn_2411279230,jn_12059785441,0.2671,trunk,50.0,2
rd_00193,jn_12059785441,jn_12059785442,0.124,trunk,50.0,2
rd_00194,jn_2462943601,jn_294076319,0.06,primary,40.0,2
rd_00195,jn_1808871358,jn_1808871362,0.0096,primary,40.0,2
rd_00196,jn_2471287779,jn_2471287780,0.0133,trunk_link,35.0,2
rd_00197,jn_11964440742,jn_6137525100,0.4831,primary,40.0,2
rd_00198,jn_6137525100,jn_11809900885,0.5008,primary,40.0,2
rd_00199,jn_12136946748,jn_12136946747,0.0056,primary,40.0,3
rd_00200,jn_2446058688,jn_699585967,0.417,trunk,60.0,2
rd_00201,jn_12059785439,jn_10001906065,0.1225,motorway_link,40.0,2
rd_00202,jn_10001906065,jn_1836983267,0.0789,motorway_link,40.0,2
rd_00203,jn_2411279734,jn_2516269463,0.2084,trunk,50.0,3
rd_00204,jn_1837339316,jn_11889038534,0.16,primary,40.0,2
rd_00205,jn_11889038534,jn_320644590,0.0132,primary,40.0,2
rd_00206,jn_2509423121,jn_1123386062,0.1151,trunk_link,30.0,2
rd_00207,jn_1435578876,jn_2630925110,0.0449,primary_link,30.0,2
rd_00208,jn_2630925110,jn_2630925128,0.0549,primary_link,30.0,2
rd_00209,jn_12099941385,jn_665045371,0.032,primary_link,30.0,2
rd_00210,jn_2659540024,jn_11055003321,0.0192,primary_link,30.0,2
rd_00211,jn_412905225,jn_296030036,0.1464,primary,40.0,2
rd_00212,jn_320644590,jn_12077162815,0.1351,primary,40.0,2
rd_00213,jn_12073881084,jn_9509948868,0.9878,trunk,60.0,3
rd_00214,jn_9509948868,jn_12153044352,0.4081,trunk,60.0,3
rd_00215,jn_12153044352,jn_6212001626,0.3629,trunk,60.0,3
rd_00216,jn_6212001626,jn_1472212755,0.9033,trunk,60.0,3
rd_00217,jn_1472212755,jn_9797838896,0.2388,trunk,60.0,3
rd_00218,jn_1723795924,jn_1123386062,0.0811,trunk,40.0,3
rd_00219,jn_429724016,jn_294084041,0.0601,primary,40.0,2
rd_00220,jn_4044263600,jn_11854316018,0.0122,primary,40.0,2
rd_00221,jn_1232953264,jn_9363518171,0.3425,primary,30.0,3
rd_00222,jn_1780334138,jn_3351393278,0.1016,trunk_link,40.0,2
rd_00223,jn_13985175970,jn_13985175981,0.0614,primary,40.0,2
rd_00224,jn_13985175981,jn_13985175976,0.0508,primary,40.0,2
rd_00225,jn_13985175976,jn_699576768,0.0089,primary,40.0,2
rd_00226,jn_11308901218,jn_11308901224,0.0119,trunk,50.0,2
rd_00227,jn_12580905289,jn_3356003416,0.0248,primary,40.0,2
rd_00228,jn_3356003416,jn_3356003420,0.1247,primary,40.0,2
rd_00229,jn_13088766702,jn_13088766704,0.0233,primary_link,30.0,2
rd_00230,jn_1650296797,jn_1454651965,0.2365,primary,40.0,2
rd_00231,jn_8239947030,jn_4397429402,0.9698,primary,40.0,2
rd_00232,jn_3500889364,jn_294082867,0.4999,primary,40.0,2
rd_00233,jn_3500889364,jn_294084041,0.0387,primary,40.0,2
rd_00234,jn_10121033916,jn_11342970531,0.1491,primary,40.0,2
rd_00235,jn_263155937,jn_11854384388,0.1451,primary,40.0,3
rd_00236,jn_11854384388,jn_11854384389,0.0178,primary,40.0,3
rd_00237,jn_10121296057,jn_11854384390,0.4622,primary,40.0,3
rd_00238,jn_11854384390,jn_3755973278,0.0176,primary,40.0,3
rd_00239,jn_3755973278,jn_12147813613,0.0975,primary,40.0,3
rd_00240,jn_12147813613,jn_2382044454,0.0414,primary,40.0,3
rd_00241,jn_2509423122,jn_3740373535,0.0405,trunk_link,35.0,2
rd_00242,jn_3740962430,jn_3740962222,0.0134,primary_link,30.0,2
rd_00243,jn_3740962455,jn_3740962448,0.0146,primary_link,30.0,2
rd_00244,jn_3755576616,jn_1636820456,0.0355,primary,40.0,2
rd_00245,jn_6904892124,jn_2014710929,0.0122,primary,40.0,2
rd_00246,jn_11727919672,jn_2659540024,0.2034,primary_link,30.0,2
rd_00247,jn_1469034694,jn_458263319,0.0292,primary,40.0,2
rd_00248,jn_343453369,jn_1364038689,0.8619,trunk,60.0,3
rd_00250,jn_12712338634,jn_1129371503,0.173,trunk,60.0,3
rd_00251,jn_1634804475,jn_10198856005,0.4851,trunk,60.0,3
rd_00252,jn_10781678444,jn_11873442663,0.2214,trunk,40.0,3
rd_00253,jn_3803663193,jn_1827634843,0.0218,primary_link,30.0,2
rd_00254,jn_11509998750,jn_11428038817,0.3063,trunk,60.0,3
rd_00255,jn_10056058174,jn_11509998741,0.1116,trunk,60.0,3
rd_00256,jn_1645178612,jn_1083500529,0.9656,trunk,50.0,3
rd_00257,jn_3740373535,jn_10118500634,0.0534,trunk_link,80.0,2
rd_00258,jn_11892824102,jn_1645178560,1.0054,trunk,60.0,3
rd_00259,jn_1645178560,jn_650141496,0.0251,trunk,60.0,3
rd_00260,jn_2509423122,jn_12196449735,0.0327,trunk,80.0,2
rd_00261,jn_12196449735,jn_2509423121,0.0268,trunk,80.0,2
rd_00262,jn_10282796509,jn_3805003790,0.0109,trunk,40.0,3
rd_00263,jn_1601910085,jn_2411848579,0.9694,trunk,60.0,3
rd_00264,jn_2411848579,jn_11846775959,0.0323,trunk,60.0,3
rd_00265,jn_2411859758,jn_12551629150,0.1144,trunk,60.0,3
rd_00266,jn_12551629150,jn_343453369,0.102,trunk,60.0,3
rd_00267,jn_1634804563,jn_12949319033,0.293,trunk,40.0,3
rd_00268,jn_12949319033,jn_12765645851,0.1124,trunk,40.0,3
rd_00269,jn_11260020609,jn_5398408451,0.1345,trunk,60.0,3
rd_00270,jn_5398408451,jn_2406966812,0.0461,trunk,60.0,3
rd_00271,jn_10147078393,jn_13903770309,0.0608,trunk,60.0,3
rd_00272,jn_13903770309,jn_11873774240,0.2087,trunk,60.0,3
rd_00273,jn_11873774240,jn_1319974914,0.4476,trunk,60.0,3
rd_00274,jn_1614318730,jn_11428038813,0.093,trunk,60.0,3
rd_00275,jn_11428038813,jn_11428038815,0.125,trunk,60.0,3
rd_00276,jn_11428038815,jn_12060861662,0.5173,trunk,60.0,3
rd_00277,jn_12060646333,jn_12060646335,0.0086,trunk,50.0,2
rd_00278,jn_294082867,jn_2014710951,0.0223,primary,40.0,2
rd_00279,jn_282765938,jn_4029938937,0.6969,primary,40.0,3
rd_00280,jn_3351393276,jn_3351393277,0.0105,trunk_link,35.0,2
rd_00281,jn_12430010318,jn_679993270,0.0841,primary_link,30.0,2
rd_00282,jn_10848486797,jn_10848498213,0.0616,primary,40.0,2
rd_00283,jn_2473493601,jn_10043357422,0.0113,primary,30.0,2
rd_00284,jn_4380549643,jn_4380549647,0.0076,primary,40.0,2
rd_00285,jn_343338911,jn_12099941393,0.4224,primary,40.0,3
rd_00286,jn_428858185,jn_249083738,0.4872,trunk,50.0,2
rd_00287,jn_1636820472,jn_1636820456,0.023,primary,40.0,2
rd_00288,jn_2014710929,jn_3500889364,0.4862,primary,40.0,2
rd_00289,jn_687332600,jn_2014710915,0.1886,primary,40.0,2
rd_00290,jn_2014710915,jn_294082867,0.0691,primary,40.0,2
rd_00291,jn_1109138340,jn_1109115769,0.2149,primary,40.0,2
rd_00292,jn_1833036999,jn_12538710573,1.4386,trunk,40.0,2
rd_00293,jn_12128943145,jn_12128943147,0.0629,primary,40.0,2
rd_00294,jn_11912120362,jn_11626423750,0.1453,primary,40.0,2
rd_00295,jn_4577065037,jn_296030006,0.0372,primary,40.0,2
rd_00296,jn_248839215,jn_1070314187,0.1007,primary,40.0,2
rd_00297,jn_1723790725,jn_10282796511,0.042,trunk,60.0,3
rd_00298,jn_6130636339,jn_1472248431,0.2331,trunk_link,35.0,2
rd_00299,jn_1472248431,jn_10775075568,0.1718,trunk,60.0,3
rd_00300,jn_245613696,jn_1837005173,0.1805,primary_link,30.0,1
rd_00301,jn_1282881076,jn_298820566,0.1062,primary,40.0,2
rd_00302,jn_298820566,jn_347260618,0.1056,primary,40.0,2
rd_00303,jn_1420105787,jn_11385274476,0.4697,primary,25.0,2
rd_00304,jn_11187974841,jn_12692472176,0.6252,primary,40.0,2
rd_00305,jn_11432437452,jn_11915994482,0.2878,primary,40.0,3
rd_00306,jn_11432437452,jn_10076140416,0.0139,primary,40.0,2
rd_00307,jn_248839215,jn_699576768,0.0064,primary,40.0,2
rd_00308,jn_11964440743,jn_11964440742,0.0144,trunk,50.0,2
rd_00309,jn_308915754,jn_260911861,0.0117,primary,40.0,2
rd_00310,jn_1931866158,jn_4703697696,0.0105,primary,40.0,2
rd_00311,jn_2402397430,jn_1820423092,0.0132,primary,40.0,2
rd_00312,jn_1820423092,jn_1931866158,0.0105,primary,40.0,2
rd_00313,jn_12136946749,jn_12136946748,0.0128,primary,40.0,2
rd_00314,jn_12136946748,jn_6504283888,0.9152,primary,40.0,2
rd_00315,jn_6504283888,jn_6463361105,0.5904,primary,40.0,2
rd_00316,jn_699585967,jn_11846423573,0.2283,trunk_link,35.0,2
rd_00317,jn_10089395705,jn_11846423575,0.1631,trunk_link,35.0,2
rd_00318,jn_6518859300,jn_307407783,0.4228,trunk,60.0,3
rd_00319,jn_307407783,jn_2509428534,0.1241,trunk,60.0,3
rd_00320,jn_12068481111,jn_12068481108,0.0111,primary_link,30.0,2
rd_00321,jn_7124643395,jn_5559151372,0.5235,primary,40.0,2
rd_00322,jn_308233404,jn_11873241829,0.2876,primary,40.0,2
rd_00323,jn_5558663791,jn_5558663790,0.2527,primary,40.0,2
rd_00324,jn_12553312315,jn_427531054,0.1985,primary_link,30.0,1
rd_00325,jn_2014690200,jn_263155937,0.1287,primary,40.0,3
rd_00326,jn_4937863371,jn_251361753,0.1584,primary,40.0,2
rd_00327,jn_5558684093,jn_4937863372,0.3373,primary,40.0,2
rd_00328,jn_427531036,jn_12553312314,0.1984,primary_link,30.0,1
rd_00329,jn_1650305476,jn_2014690200,0.1433,primary_link,30.0,2
rd_00330,jn_4960830631,jn_1650305517,0.0569,primary_link,30.0,2
rd_00331,jn_9840444265,jn_6504283889,0.4317,primary,40.0,2
rd_00332,jn_6504283889,jn_4976834447,0.2242,primary,40.0,2
rd_00333,jn_3641907747,jn_663596583,0.1107,primary_link,30.0,2
rd_00334,jn_1522519216,jn_12143918021,0.0629,primary,40.0,2
rd_00335,jn_12040966310,jn_5067333236,0.2173,primary,40.0,4
rd_00336,jn_4937863377,jn_427531036,0.2125,primary_link,30.0,1
rd_00337,jn_12145575442,jn_5558684094,0.1556,primary,40.0,2
rd_00338,jn_10706501852,jn_11915994481,0.2239,primary,40.0,3
rd_00339,jn_11915994481,jn_10076140416,0.2879,primary,40.0,3
rd_00340,jn_3740962448,jn_3740962463,0.1092,primary,40.0,3
rd_00341,jn_6485070843,jn_736207380,0.2686,primary,40.0,2
rd_00342,jn_736207380,jn_11494414328,0.6325,primary,40.0,2
rd_00343,jn_13830269254,jn_6904901489,0.0181,primary,40.0,2
rd_00344,jn_3387938695,jn_10075533189,0.1111,primary,40.0,2
rd_00345,jn_663311721,jn_663311718,0.0333,primary,40.0,2
rd_00346,jn_663311718,jn_12141911042,0.0538,primary,40.0,2
rd_00347,jn_5346634656,jn_5346634658,0.0135,primary_link,30.0,2
rd_00348,jn_11308901220,jn_11308901219,0.0131,trunk,50.0,2
rd_00349,jn_11308901224,jn_11308901220,0.016,trunk,50.0,2
rd_00350,jn_13242907757,jn_249084139,0.0082,trunk,50.0,2
rd_00351,jn_5372340496,jn_266371138,0.0432,trunk_link,35.0,2
rd_00352,jn_5774292417,jn_5774293614,0.0257,primary_link,30.0,2
rd_00353,jn_5774293614,jn_12278137174,0.9436,primary,50.0,3
rd_00354,jn_7478154680,jn_13823559216,0.3872,primary,50.0,3
rd_00355,jn_4105324822,jn_10855370147,0.0165,trunk,40.0,3
rd_00356,jn_442075239,jn_12174556588,0.1951,trunk,60.0,3
rd_00357,jn_12174556588,jn_442107152,0.8096,trunk,60.0,3
rd_00358,jn_12186005568,jn_747663279,0.8043,primary,40.0,2
rd_00359,jn_1232953300,jn_1232953264,0.0454,primary,30.0,2
rd_00360,jn_12128921370,jn_3309317524,0.2512,primary,40.0,2
rd_00361,jn_650085190,jn_12709621385,0.034,primary,60.0,3
rd_00362,jn_10091564875,jn_494238127,0.0143,primary,40.0,2
rd_00363,jn_1723795924,jn_10282796511,0.0119,trunk,50.0,2
rd_00364,jn_6130764691,jn_11977577698,0.0119,trunk_link,35.0,2
rd_00365,jn_3740962463,jn_3740962472,0.0138,primary_link,30.0,2
rd_00366,jn_6137525101,jn_6137525100,0.0112,primary_link,30.0,2
rd_00367,jn_1109138341,jn_1109138339,0.2142,primary,40.0,2
rd_00368,jn_12164906649,jn_6195907989,0.2458,trunk,50.0,3
rd_00369,jn_6195907989,jn_11890386335,0.3219,trunk,50.0,3
rd_00370,jn_10043935988,jn_10043935989,0.0099,primary_link,30.0,2
rd_00371,jn_10043935989,jn_1472248450,0.1465,primary_link,30.0,2
rd_00372,jn_6454765747,jn_6454765746,0.013,primary_link,30.0,2
rd_00373,jn_5776596292,jn_264845660,0.3049,primary,50.0,3
rd_00374,jn_428457162,jn_2177302381,0.02,primary,40.0,2
rd_00375,jn_1568922443,jn_3309317524,0.0712,primary,40.0,2
rd_00376,jn_3309317524,jn_12077162815,0.0105,primary,40.0,2
rd_00377,jn_429230952,jn_11889038543,0.2183,primary,40.0,2
rd_00378,jn_11889038543,jn_1836983541,0.095,primary,40.0,2
rd_00379,jn_6195907989,jn_6460998724,0.011,trunk_link,35.0,2
rd_00380,jn_6462712325,jn_6462712324,0.0117,primary_link,30.0,2
rd_00381,jn_6463361106,jn_6463361105,0.0071,primary_link,30.0,2
rd_00382,jn_1836983313,jn_1836983389,0.1991,motorway,60.0,2
rd_00383,jn_13652819893,jn_1836983279,0.2487,motorway,60.0,2
rd_00384,jn_6504283889,jn_6504283888,0.008,primary_link,30.0,2
